FIPS,T2,Q2,U10,V10,SWDOWN,GLW
13239,298.62,0.01308,-3.47,-4.1,474.47,411.32
13241,296.13,0.01093,-4.73,-0.66,866.14,346.41
13243,299.03,0.01331,-3.41,-5.05,623.82,405.46
13245,298.77,0.01258,-4.09,-6.68,594.62,406.61
13247,299.66,0.0116,-4.62,-4.34,867.87,375.2
13249,298.59,0.01276,-2.99,-4.84,682.42,400.09
13251,293.83,0.01228,-2.46,-6.52,176.04,409.43
13253,300.45,0.0145,-2.7,-4.37,352.65,423.9
13255,299.21,0.01197,-3.82,-3.47,710.29,392.92
13257,299.06,0.01093,-4.36,-3.29,861.06,364.32
13259,298.21,0.01299,-3.42,-3.91,458.63,417.04
13261,299.22,0.01318,-3.01,-5.64,628.46,402.8
13263,298.14,0.0125,-3.5,-3.59,484.85,410.38
13265,298.59,0.01199,-3.26,-6.01,816.52,384.17
13267,293.93,0.01269,-1.43,-6.54,53.0,416.48
13269,297.99,0.0125,-2.98,-4.51,489.76,412.99
13271,300.16,0.01382,-2.38,-5.88,626.25,418.01
13273,299.53,0.01331,-2.91,-5.57,637.29,406.1
13275,300.67,0.01473,-0.55,-4.49,531.83,414.72
13277,300.86,0.01456,-2.25,-6.16,829.86,403.19
13279,296.24,0.0127,-2.55,-6.33,97.33,423.88
13281,296.93,0.01094,-3.8,0.27,861.39,354.86
13283,298.87,0.0132,-3.07,-6.13,488.56,417.26
13285,297.95,0.01206,-3.75,-2.62,505.83,399.49
13287,300.32,0.01412,-2.78,-6.28,810.73,402.21
13289,299.07,0.01291,-3.07,-5.72,789.19,394.24
13291,298.04,0.01086,-3.35,-0.09,856.43,363.87
13293,298.52,0.01244,-3.25,-3.64,627.27,400.94
13295,301.89,0.01097,-1.89,-0.69,830.66,391.49
13297,299.32,0.01172,-4.61,-4.08,769.77,383.55
13299,297.74,0.01434,0.12,-5.15,126.92,430.64
13301,298.78,0.01233,-3.11,-6.61,818.04,387.7
13303,299.06,0.01292,-3.2,-6.22,745.07,397.61
13305,293.97,0.01326,-0.06,-6.19,99.42,414.09
13307,298.45,0.01295,-3.15,-4.54,575.64,406.04
13309,299.39,0.01346,-2.77,-6.08,468.08,428.05
13311,297.32,0.01108,-5.14,-1.22,869.95,353.88
13313,302.52,0.0113,-1.02,-1.46,832.5,395.97
13315,300.16,0.01364,-2.75,-6.45,762.83,403.6
13317,297.94,0.01174,-3.33,-5.17,599.0,396.39
13319,299.07,0.01294,-2.81,-5.86,768.6,396.73
13321,300.42,0.01429,-2.5,-6.02,737.38,407.13
16001,308.25,0.00382,0.48,2.94,870.86,354.52
16003,305.49,0.00435,0.64,1.53,835.68,348.97
16005,303.85,0.00343,1.83,-0.24,908.98,323.54
16007,301.24,0.00307,0.44,-0.01,930.13,302.06
16009,304.96,0.00476,0.13,0.59,821.32,341.16
16011,303.94,0.00338,0.12,-0.68,901.79,324.45
16013,301.84,0.00385,-0.94,0.5,890.35,320.87
16015,304.12,0.00348,-0.88,0.13,876.48,326.96
16017,301.92,0.00606,0.47,0.54,814.92,327.39
16019,302.51,0.00368,1.41,-0.93,904.98,315.91
16021,300.54,0.00654,0.15,1.09,808.32,324.37
16023,301.52,0.00388,-1.92,0.17,896.64,315.75
16025,302.19,0.00404,0.67,1.55,870.29,328.78
16027,309.61,0.00355,-0.51,1.97,864.62,360.44
16029,302.33,0.00333,1.4,-0.62,915.99,312.29
16031,305.09,0.00333,-0.15,-1.27,855.71,341.77
16033,300.82,0.00382,0.19,0.28,892.81,310.76
16035,303.52,0.0055,0.52,0.44,834.13,335.25
16037,297.48,0.0036,-1.06,-1.57,891.71,294.17
16039,305.15,0.0039,0.49,1.2,877.7,338.98
16041,304.08,0.00301,1.76,-0.24,917.79,320.77
16043,301.81,0.00429,1.5,0.23,891.24,317.57
16045,307.07,0.00374,1.4,1.48,864.73,349.78
16047,306.98,0.00414,-1.55,2.24,882.77,348.59
16049,302.54,0.00509,0.41,-0.13,839.31,332.49
16051,304.54,0.0038,-0.05,-0.28,891.39,329.65
16053,307.81,0.00351,-1.05,0.24,888.45,348.53
16055,304.07,0.00507,0.29,0.01,818.57,335.83
16057,305.42,0.00465,-1.17,1.39,826.43,344.16
16059,298.99,0.00385,0.82,-1.51,880.75,300.76
16061,305.26,0.00457,-2.13,0.98,834.47,345.08
16063,305.63,0.00394,-2.56,1.76,889.26,341.04
16065,303.75,0.00363,1.49,-1.19,896.82,323.22
16067,305.97,0.00353,-1.71,0.41,893.11,339.91
16069,307.08,0.00451,-1.84,-0.29,829.84,354.54
16071,304.46,0.00316,1.38,1.43,910.85,328.44
16073,305.57,0.00367,-3.28,0.21,889.56,339.38
16075,308.54,0.00372,1.59,0.97,861.04,357.46
16077,304.41,0.00346,0.53,-0.97,902.67,329.53
16079,302.06,0.00493,1.32,0.72,830.79,323.96
16081,301.36,0.00402,1.49,-1.65,901.73,311.14
16083,306.01,0.00339,-1.8,-1.38,815.81,350.34
16085,300.8,0.00407,-0.79,0.88,846.83,324.32
16087,307.01,0.00391,1.54,1.07,860.23,349.32
17001,301.36,0.0102,0.62,-2.33,865.7,368.75
17003,302.32,0.01217,-1.81,1.68,875.04,384.01
17005,301.44,0.01039,-0.78,0.91,869.77,371.82
17007,296.94,0.01146,-0.79,0.27,812.13,358.71
17009,301.06,0.01072,-0.28,-1.57,862.9,369.3
17011,298.57,0.01145,0.47,-0.7,773.55,376.28
17013,302.16,0.01178,0.65,-0.5,868.67,378.05
17015,296.78,0.01202,1.86,-2.34,622.65,394.79
17017,301.12,0.01047,-0.41,-1.12,863.69,367.56
17019,301.13,0.00922,0.6,0.15,858.94,361.82
17021,301.36,0.00968,0.05,0.24,868.78,365.07
17023,302.05,0.00925,0.66,1.76,862.45,367.11
17025,301.39,0.0101,-0.56,0.94,867.36,370.4
17027,301.09,0.01062,-0.87,1.11,872.08,372.24
17029,301.46,0.00879,0.03,0.29,865.77,361.26
17031,292.79,0.00885,-3.35,-1.4,829.28,338.99
17033,301.73,0.01013,0.37,2.07,861.89,371.01
17035,301.64,0.00884,-0.03,0.87,867.39,363.08
17037,298.29,0.0105,-0.24,-0.23,827.82,357.81
17039,301.19,0.00931,1.46,-0.19,862.07,361.82
17041,301.21,0.00881,-0.08,0.09,863.71,360.2
17043,299.25,0.00918,-1.76,-0.17,835.72,356.54
17045,301.62,0.00933,0.62,0.73,859.61,365.1
17047,301.73,0.01115,-0.25,1.53,864.01,378.69
17049,301.54,0.00941,-0.56,0.77,867.15,367.2
17051,301.54,0.00994,-0.66,0.85,867.3,370.26
17053,300.52,0.00976,1.41,0.02,850.48,362.92
17055,302.46,0.01072,-0.71,0.17,871.74,378.7
17057,300.67,0.01069,0.75,-1.27,857.68,367.05
17059,301.19,0.01278,-0.66,3.59,866.74,380.5
17061,301.82,0.01166,0.27,-0.63,867.77,376.78
17063,299.52,0.01052,-0.09,0.4,841.94,363.08
17065,302.28,0.01095,-0.41,1.11,869.17,379.34
17067,300.23,0.01053,1.03,-2.57,688.51,393.11
17069,299.63,0.01415,-0.42,3.27,861.64,377.01
17071,299.33,0.01112,1.08,-2.59,727.83,384.59
17073,298.11,0.01184,1.51,-1.59,752.56,377.25
17075,300.67,0.00918,0.57,0.31,847.57,361.56
17077,302.49,0.01071,-1.23,-0.13,875.76,378.46
17079,301.44,0.00966,-0.01,1.13,866.36,367.01
17081,301.66,0.01054,-0.72,0.82,870.55,374.58
17083,301.95,0.01199,0.4,-0.17,869.32,378.4
17085,295.36,0.01108,2.96,-3.65,668.39,362.23
17087,301.49,0.01258,-1.12,2.45,868.53,380.85
17089,298.69,0.00986,-0.6,0.41,834.76,356.57
17091,299.83,0.00991,0.36,0.41,842.54,361.14
17093,299.15,0.01004,-1.07,0.44,841.82,358.28
17095,299.13,0.01145,0.77,-1.49,836.49,366.33
17097,289.39,0.00853,-4.16,-0.7,821.92,330.84
17099,299.29,0.01063,-0.12,-0.11,844.73,361.82
17101,301.23,0.01144,-0.86,2.45,858.9,377.19
17103,298.11,0.01148,0.59,-0.88,719.16,380.6
17105,299.66,0.01082,1.43,-0.09,846.86,363.76
17107,301.23,0.00943,0.9,-0.48,864.63,362.53
17109,300.33,0.0108,0.95,-2.02,811.5,373.64
17111,297.11,0.01088,-1.29,0.34,783.9,362.58
17113,300.36,0.01011,1.69,-0.52,856.11,362.05
17115,301.55,0.00918,0.58,0.06,865.37,363.51
17117,301.55,0.01116,0.18,0.3,870.03,373.01
17119,301.53,0.01131,-0.65,0.84,871.78,375.14
17121,301.36,0.01019,-0.68,0.83,869.21,370.91
17123,299.3,0.01103,0.52,-1.16,844.57,362.45
17125,301.07,0.00998,0.15,-0.6,861.79,365.56
17127,300.27,0.01382,-0.35,2.45,833.95,383.19
17129,301.19,0.00997,0.14,-0.78,865.44,364.6
17131,298.14,0.0113,1.16,-2.52,679.66,384.06
17133,301.33,0.01158,-0.76,0.56,875.45,378.24
17135,301.27,0.01029,-0.38,0.52,870.6,368.08
17137,301.38,0.01093,0.0,-1.11,865.64,371.6
17139,301.24,0.00931,-0.09,0.21,865.63,363.03
17141,297.5,0.01199,1.08,-0.66,739.54,369.98
17143,299.67,0.01119,0.25,-1.0,853.47,364.01
17145,301.67,0.01065,-1.0,0.15,874.25,375.61
17147,301.29,0.00929,0.45,-0.14,862.41,362.49
17149,301.85,0.01053,0.09,-2.03,866.5,372.6
17151,300.11,0.01361,-0.33,2.81,814.05,381.92
17153,301.75,0.01276,-1.88,2.11,872.97,383.1
17155,299.36,0.01088,0.1,-1.06,848.48,362.0
17157,302.07,0.01086,-1.03,0.01,876.18,378.32
17159,301.69,0.01043,-0.25,1.03,864.78,373.54
17161,298.1,0.01102,0.99,-1.53,657.36,380.16
17163,301.16,0.01135,-1.09,1.05,874.13,375.71
17165,302.09,0.01177,-0.48,2.17,869.51,381.07
17167,301.71,0.0098,0.18,-0.33,867.19,367.32
17169,301.08,0.01046,0.46,-1.28,861.26,368.64
17171,301.61,0.01118,0.02,-1.45,865.39,374.31
17173,301.27,0.00935,-0.32,0.09,868.0,364.07
17175,298.31,0.01189,0.97,-0.86,648.8,400.0
17177,296.81,0.01213,2.41,-0.91,735.11,367.97
17179,300.29,0.01054,0.88,-0.8,858.02,363.47
17181,302.87,0.01115,-0.85,1.04,872.69,382.8
17183,301.16,0.00891,0.78,0.69,855.82,360.78
17185,301.45,0.01157,-0.87,1.66,861.43,379.24
17187,299.19,0.01122,0.98,-2.28,764.94,378.56
17189,301.0,0.01081,-0.87,0.59,873.39,373.32
17191,301.73,0.01074,-0.58,0.78,867.17,376.1
17193,301.86,0.01168,-0.6,2.17,866.33,380.61
17195,297.83,0.01215,1.46,-1.77,653.31,394.53
17197,299.5,0.01007,-0.05,0.42,838.69,360.78
17199,302.48,0.01115,-0.65,0.88,871.95,379.86
17201,297.06,0.01183,0.44,-0.04,676.21,366.82
17203,299.37,0.01103,0.77,-1.21,852.88,361.75
18001,298.51,0.0108,-3.61,2.7,744.16,372.27
18003,298.7,0.01012,-3.48,3.73,709.25,372.93
18005,296.59,0.01344,-2.56,0.95,796.79,364.31
18007,300.54,0.00945,1.22,0.96,845.67,362.35
18009,299.11,0.01041,-2.65,4.12,834.52,359.98
18011,299.55,0.01049,0.16,4.11,821.77,366.75
18013,296.75,0.01338,-2.66,2.02,838.83,359.88
18015,300.16,0.01032,0.11,3.39,819.93,369.56
18017,300.01,0.00969,-0.12,2.99,702.78,375.12
18019,297.45,0.01337,-2.8,2.64,598.64,388.98
18021,300.77,0.01145,-0.23,4.13,842.39,375.81
18023,299.56,0.01037,0.76,3.47,757.77,372.44
18025,296.84,0.01393,-0.2,3.38,556.28,381.68
18027,300.19,0.01233,-1.89,1.92,856.13,372.55
18029,298.06,0.01245,-0.92,1.16,541.62,388.08
18031,295.05,0.01318,-2.2,-0.61,261.45,393.5
18033,297.59,0.01086,-3.91,3.44,792.13,359.66
18035,298.59,0.01038,-2.32,5.85,790.73,365.57
18037,299.47,0.01345,-0.07,3.81,828.14,375.96
18039,298.36,0.00975,-1.38,3.17,577.68,373.96
18041,294.57,0.01312,-0.41,2.13,346.88,388.87
18043,297.56,0.01338,-2.81,2.63,703.67,385.79
18045,301.57,0.00962,1.26,1.83,848.02,368.34
18047,295.64,0.01312,0.3,0.01,220.52,398.52
18049,299.11,0.01042,-1.04,2.32,613.0,377.57
18051,301.09,0.01229,-0.72,2.41,860.27,379.17
18053,300.21,0.0092,-0.74,4.14,835.45,361.98
18055,299.62,0.01248,-1.82,3.45,850.36,370.54
18057,299.84,0.01023,-1.94,5.7,840.77,364.13
18059,295.91,0.01187,-3.7,6.65,697.46,369.12
18061,297.22,0.0133,-1.4,1.75,392.84,399.38
18063,299.08,0.0115,-1.52,5.12,836.02,367.7
18065,295.27,0.01157,-2.22,6.44,519.98,382.2
18067,300.39,0.00938,0.99,3.21,835.86,363.87
18069,299.7,0.00961,-1.21,4.47,832.29,361.49
18071,298.2,0.01316,-1.97,0.7,843.87,367.85
18073,300.08,0.01036,0.24,1.49,838.2,363.76
18075,297.94,0.01171,-3.59,3.06,795.85,362.01
18077,298.11,0.01291,-1.95,1.94,671.64,386.46
18079,297.23,0.01349,-2.26,0.4,646.37,380.83
18081,296.93,0.01235,-3.04,5.5,754.45,370.99
18083,300.56,0.0122,-1.52,2.54,856.9,375.91
18085,298.71,0.0099,-0.99,2.87,606.55,375.53
18087,297.6,0.0101,-3.02,3.24,498.89,386.12
18089,296.44,0.00985,-0.61,-1.17,833.21,352.7
18091,298.26,0.01103,-1.0,2.18,812.59,363.44
18093,298.8,0.01267,-2.22,0.61,848.0,367.14
18095,298.94,0.01033,-2.33,6.66,839.28,359.4
18097,298.78,0.01138,-2.58,6.58,841.99,360.86
18099,298.0,0.01127,-0.92,2.02,719.79,371.53
18101,299.75,0.0128,-1.66,0.68,851.9,369.74
18103,299.79,0.00958,0.28,2.74,664.02,373.43
18105,298.2,0.0125,-2.74,2.89,846.45,362.97
18107,300.71,0.01034,0.13,3.12,827.99,371.96
18109,298.65,0.01228,-2.06,4.9,844.16,364.5
18111,300.28,0.0094,0.6,1.38,842.63,360.38
18113,296.89,0.01056,-2.86,2.91,338.62,401.67
18115,298.35,0.01285,-0.59,0.89,582.19,390.0
18117,299.09,0.01325,-0.79,1.92,850.74,368.91
18119,299.12,0.01247,-1.23,3.93,827.64,373.88
18121,301.64,0.00998,0.92,2.11,847.41,371.13
18123,295.54,0.01448,-0.09,2.85,225.09,400.04
18125,300.65,0.01279,-0.56,2.51,855.28,377.84
18127,296.88,0.01052,-0.6,-0.29,827.54,357.22
18129,301.2,0.01275,-0.07,3.31,863.18,380.78
18131,299.93,0.01073,-0.74,1.46,832.05,366.98
18133,299.74,0.01137,-0.57,3.97,765.08,383.37
18135,295.67,0.01278,-3.45,3.34,489.58,379.51
18137,296.83,0.01298,-2.42,0.1,453.64,386.02
18139,293.31,0.01207,-2.51,2.74,221.07,392.67
18141,298.22,0.01111,-1.44,3.1,795.07,365.68
18143,298.71,0.01284,-2.34,1.56,818.35,373.23
18145,295.4,0.01242,-3.6,3.33,679.19,372.47
18147,296.61,0.01441,-0.57,4.15,485.54,396.15
18149,298.8,0.01146,-1.2,1.8,803.15,367.37
18151,297.16,0.01102,-3.75,3.39,818.2,354.22
18153,301.23,0.01111,-0.12,3.45,854.6,374.49
18155,298.1,0.01325,-0.44,0.11,504.42,395.95
18157,301.0,0.01005,0.07,2.28,789.37,377.22
18159,300.72,0.00936,0.13,4.09,839.76,364.58
18161,295.25,0.01303,0.06,1.22,182.73,397.87
18163,300.74,0.01355,-0.78,4.52,854.21,382.97
18165,301.47,0.00975,0.72,1.44,853.58,367.26
18167,302.17,0.0098,0.78,2.68,853.82,372.14
18169,299.97,0.00952,-0.15,3.46,796.92,365.71
18171,301.01,0.00953,1.23,1.06,848.74,364.07
18173,298.99,0.01411,-1.02,4.98,765.9,383.61
18175,298.5,0.01312,-1.53,1.45,799.19,369.67
18177,294.39,0.01294,-1.66,2.82,185.9,396.32
18179,299.09,0.01021,-2.6,3.91,771.3,368.83
18181,300.83,0.00995,0.24,1.82,838.83,367.42
18183,298.7,0.01019,-1.67,4.1,721.09,371.87
19001,299.29,0.00911,0.79,-5.37,872.03,351.23
19003,300.25,0.00889,1.47,-4.89,876.06,354.57
19005,292.64,0.0101,1.73,-3.01,362.11,388.18
19007,298.43,0.00883,0.03,-4.17,492.54,399.01
19009,298.66,0.00907,-0.01,-5.82,872.93,345.75
19011,292.83,0.01045,1.8,-4.29,152.88,394.89
19013,292.44,0.00972,0.78,-4.05,302.11,387.51
19015,296.42,0.00917,-0.38,-6.75,857.13,340.63
19017,291.88,0.00961,0.75,-3.82,250.04,387.45
19019,291.8,0.01058,0.34,-4.14,372.14,377.61
19021,296.03,0.00988,-1.19,-5.71,861.12,339.01
19023,292.2,0.00906,0.9,-4.47,381.42,384.28
19025,296.01,0.00948,-1.37,-6.6,846.43,341.37
19027,297.9,0.00921,-0.49,-6.2,867.49,344.29
19029,299.81,0.00885,0.76,-5.4,875.77,350.72
19031,293.98,0.01003,2.53,-4.32,427.56,369.87
19033,291.03,0.00917,0.24,-4.8,242.34,385.2
19035,296.63,0.01007,-1.07,-5.35,866.95,337.21
19037,291.88,0.00941,0.02,-4.23,296.23,387.8
19039,299.8,0.00909,2.25,-4.46,843.93,359.49
19041,295.57,0.00988,-1.46,-5.64,857.39,337.37
19043,292.46,0.01061,1.58,-1.44,406.53,381.39
19045,296.66,0.01093,1.96,-4.25,627.32,382.15
19047,298.11,0.00929,-0.48,-5.98,873.09,341.59
19049,298.35,0.00938,0.96,-6.07,792.57,364.08
19051,298.79,0.00937,1.74,-4.55,576.66,390.91
19053,300.57,0.00889,1.68,-4.56,871.04,357.62
19055,291.17,0.01088,0.13,-2.45,231.88,381.63
19057,298.81,0.01084,0.5,-2.89,535.0,405.92
19059,295.49,0.0099,-1.09,-6.01,854.6,336.76
19061,293.25,0.01069,2.23,-2.39,513.73,366.65
19063,293.9,0.00985,-2.12,-5.43,522.43,388.02
19065,291.27,0.01009,0.68,-2.78,231.1,386.54
19067,291.74,0.00897,0.02,-4.36,246.3,387.08
19069,291.4,0.00904,0.66,-4.83,295.12,383.55
19071,301.06,0.00852,1.3,-4.94,886.74,352.41
19073,297.38,0.00931,-0.6,-7.02,863.37,344.62
19075,292.91,0.00901,1.1,-5.21,478.88,376.7
19077,298.5,0.00924,0.37,-6.02,868.29,348.22
19079,293.32,0.00904,-0.1,-5.8,511.28,376.44
19081,291.38,0.00928,-0.45,-4.91,221.81,387.17
19083,292.73,0.00902,0.74,-5.71,452.83,376.7
19085,300.03,0.00844,-0.06,-6.09,882.99,343.0
19087,298.65,0.00982,0.76,-4.38,488.59,401.77
19089,290.66,0.0094,-0.46,-4.11,138.01,386.9
19091,292.67,0.00931,-0.4,-5.39,249.7,391.77
19093,297.28,0.00978,-0.8,-5.61,869.51,339.58
19095,293.6,0.01014,0.79,-0.65,115.83,396.9
19097,294.77,0.01079,2.34,-3.9,556.07,366.37
19099,296.94,0.00953,1.26,-5.12,582.57,380.56
19101,296.88,0.00948,0.36,-5.37,199.37,406.57
19103,293.9,0.00999,0.46,-2.44,374.17,379.46
19105,291.53,0.01063,1.01,-2.47,138.6,382.65
19107,296.26,0.00941,0.34,-4.19,365.45,390.81
19109,292.33,0.00962,-0.51,-5.33,270.91,391.13
19111,299.49,0.01042,0.68,-2.92,648.66,396.57
19113,293.31,0.0107,-0.08,-1.63,419.47,375.96
19115,298.17,0.01019,2.04,-4.87,615.37,385.15
19117,299.97,0.00881,2.25,-4.29,721.85,375.54
19119,297.57,0.00916,-1.22,-5.24,862.65,335.54
19121,299.08,0.00926,1.5,-5.13,740.72,376.17
19123,297.52,0.00906,1.22,-3.23,287.43,405.28
19125,298.91,0.00929,2.34,-4.17,641.04,381.88
19127,295.04,0.0093,0.46,-5.86,675.88,365.78
19129,300.83,0.00878,1.0,-5.24,883.32,352.62
19131,291.33,0.0092,-0.25,-3.66,208.39,387.08
19133,299.51,0.0086,-0.46,-6.37,879.63,340.78
19135,297.63,0.00902,0.76,-3.22,279.57,406.05
19137,300.54,0.0089,1.34,-5.1,878.92,354.42
19139,297.51,0.0097,3.24,-5.32,613.32,379.73
19141,296.02,0.01007,-1.37,-5.29,864.1,334.2
19143,295.63,0.01005,-1.27,-5.3,862.23,331.56
19145,300.56,0.00901,1.47,-4.56,881.87,355.21
19147,293.7,0.00984,-1.9,-5.21,584.49,371.54
19149,298.33,0.00907,-0.93,-5.68,871.78,336.91
19151,294.27,0.00971,-1.55,-5.48,652.24,361.95
19153,297.74,0.00956,1.25,-5.57,632.16,386.74
19155,300.3,0.00868,0.56,-5.61,881.5,348.6
19157,295.72,0.00959,0.87,-3.99,403.11,384.97
19159,300.01,0.00913,1.54,-4.22,874.88,355.29
19161,297.11,0.00955,-0.86,-5.83,864.82,341.72
19163,297.86,0.01052,1.18,-3.18,510.07,392.56
19165,298.89,0.0091,0.17,-5.78,876.36,344.67
19167,297.71,0.00922,-1.23,-5.47,866.97,335.71
19169,295.37,0.00943,0.03,-6.35,732.28,363.73
19171,294.74,0.00964,0.46,-5.46,736.24,351.23
19173,300.17,0.00904,1.29,-4.25,879.38,354.86
19175,299.76,0.00905,1.68,-4.35,872.17,354.12
19177,299.09,0.00989,0.58,-3.59,475.11,402.99
19179,297.88,0.00916,2.09,-3.46,366.13,403.09
19181,298.62,0.00948,2.0,-4.55,573.44,399.69
19183,295.61,0.00942,0.75,-4.95,317.04,393.72
19185,300.37,0.00863,1.03,-4.32,833.18,362.48
19187,294.42,0.00926,-0.39,-6.21,613.64,368.12
19189,291.27,0.00947,-0.77,-5.16,200.96,388.25
19191,291.21,0.00978,0.83,-4.01,260.08,387.93
19193,298.82,0.00888,-0.76,-6.08,875.63,338.51
19195,290.84,0.00931,0.24,-4.93,244.97,385.67
19197,291.76,0.00908,-0.18,-5.06,243.34,387.27
20001,301.85,0.0102,-0.92,-4.43,911.4,363.05
20003,301.83,0.01009,-0.95,-4.41,906.98,363.21
20005,301.17,0.00847,-0.73,-5.64,899.61,350.84
20007,303.19,0.0094,-1.97,-3.59,928.85,364.34
20009,302.57,0.00833,-1.12,-4.7,918.92,355.74
20011,301.95,0.01052,-1.4,-3.68,908.79,365.48
20013,300.96,0.00867,-0.7,-5.63,897.51,351.19
20015,302.47,0.00839,-0.59,-5.05,924.94,353.81
20017,302.3,0.00879,-0.77,-4.84,916.17,356.27
20019,304.24,0.00893,-1.09,-5.23,926.13,365.66
20021,302.3,0.01127,-0.83,-3.87,916.0,368.61
20023,301.26,0.01023,-1.19,1.53,909.81,357.17
20025,302.9,0.00931,-1.77,-3.25,931.68,362.58
20027,302.79,0.00847,-1.21,-5.08,906.57,355.7
20029,303.04,0.00751,-1.33,-5.18,906.9,353.75
20031,301.83,0.00991,-0.98,-4.51,909.42,362.02
20033,302.98,0.00904,-1.9,-3.29,931.43,361.5
20035,303.64,0.00868,-0.6,-5.19,928.82,360.9
20037,302.14,0.01075,-1.15,-3.84,914.04,364.78
20039,301.8,0.00907,-1.81,-1.02,908.42,355.77
20041,302.94,0.00811,-0.78,-4.61,913.21,354.47
20043,300.89,0.00887,-0.67,-5.42,893.97,354.52
20045,302.21,0.00865,-0.57,-4.97,906.21,355.71
20047,302.07,0.00919,-1.68,-3.44,928.69,354.95
20049,303.23,0.00864,-0.9,-5.31,926.58,357.73
20051,302.38,0.0083,-2.01,-3.19,917.67,352.6
20053,303.07,0.00668,-0.96,-5.27,919.69,349.61
20055,301.65,0.00951,-2.13,-2.06,925.64,357.99
20057,301.9,0.00921,-1.87,-3.65,931.55,355.09
20059,301.89,0.01013,-0.93,-4.49,903.37,363.68
20061,302.56,0.00905,-1.14,-4.63,906.43,360.1
20063,301.73,0.00927,-2.0,-1.78,917.69,355.99
20065,302.37,0.00814,-2.36,-2.12,916.92,350.31
20067,301.23,0.01067,-1.48,-1.33,929.28,361.24
20069,301.56,0.00948,-2.1,-2.75,929.66,356.68
20071,300.64,0.01023,-1.82,-0.2,925.49,354.9
20073,302.24,0.00938,-0.85,-4.85,918.21,358.95
20075,301.1,0.01024,-1.84,-0.42,928.84,357.38
20077,303.45,0.00951,-2.02,-4.65,928.48,366.96
20079,302.42,0.00814,-0.23,-5.18,924.68,351.32
20081,301.25,0.01029,-1.73,-2.23,928.55,360.85
20083,302.1,0.00897,-1.93,-3.48,928.77,353.58
20085,301.8,0.00798,-0.99,-5.6,903.38,350.49
20087,301.69,0.00806,-0.42,-5.56,904.87,349.9
20089,303.03,0.00684,-1.51,-4.76,904.3,353.24
20091,301.9,0.00908,0.29,-4.95,904.01,357.34
20093,301.47,0.00994,-1.95,-1.36,926.02,359.46
20095,302.82,0.00904,-1.48,-4.74,927.67,359.42
20097,302.25,0.00909,-1.8,-3.6,930.7,356.26
20099,303.41,0.01017,-0.59,-4.43,921.03,366.29
20101,301.37,0.00933,-2.13,-2.14,924.17,353.27
20103,301.59,0.00827,-0.1,-5.24,905.65,349.1
20105,303.44,0.0069,-1.34,-4.96,913.27,353.43
20107,301.97,0.01042,-0.96,-3.69,903.43,367.24
20109,301.4,0.00952,-1.87,-0.59,915.52,358.68
20111,302.13,0.0098,-1.08,-4.53,909.14,362.35
20113,302.77,0.00749,-0.48,-5.07,921.13,351.2
20115,302.57,0.008,-0.29,-4.91,920.1,351.47
20117,301.8,0.00815,-0.76,-5.24,902.69,350.79
20119,302.18,0.00998,-1.75,-2.75,930.99,363.33
20121,302.0,0.0103,-0.24,-4.17,900.29,366.3
20123,303.43,0.00687,-1.49,-4.9,909.03,354.56
20125,303.97,0.00936,-0.54,-5.11,923.99,364.91
20127,302.24,0.00898,-0.84,-4.7,911.29,357.36
20129,300.75,0.01072,-2.08,-1.01,937.68,355.92
20131,301.11,0.00841,-0.78,-5.44,901.66,348.74
20133,302.56,0.01014,-0.38,-4.36,917.3,363.32
20135,301.78,0.00907,-2.02,-2.91,924.86,352.65
20137,302.27,0.00767,-2.04,-1.55,913.98,347.78
20139,302.13,0.00958,-1.2,-4.69,906.46,361.25
20141,303.01,0.00698,-1.73,-3.94,911.49,352.35
20143,303.43,0.00722,-1.23,-5.05,912.28,353.26
20145,302.34,0.00881,-1.8,-3.55,926.39,353.81
20147,302.56,0.00722,-2.01,-2.31,909.59,350.29
20149,302.05,0.00816,-1.05,-5.3,905.69,352.31
20151,302.25,0.00942,-1.71,-3.75,927.74,358.83
20153,301.4,0.00971,-1.58,0.08,903.85,361.02
20155,302.81,0.00832,-0.76,-5.24,923.89,356.27
20157,302.92,0.00728,-1.26,-5.22,903.4,352.86
20159,302.95,0.00708,-0.63,-5.62,922.85,351.13
20161,302.5,0.00883,-1.27,-4.86,904.08,358.35
20163,302.57,0.00724,-2.11,-2.97,914.62,349.48
20165,302.14,0.00893,-1.85,-3.27,922.13,353.42
20167,303.03,0.00708,-1.41,-4.33,916.55,352.03
20169,303.41,0.00731,-0.91,-4.87,915.95,353.77
20171,301.31,0.00944,-2.06,-1.38,921.01,357.16
20173,302.93,0.00821,-0.47,-5.51,928.54,353.8
20175,301.45,0.01085,-1.32,-2.52,930.43,364.09
20177,302.45,0.00839,-0.91,-5.27,905.67,356.05
20179,301.61,0.00906,-1.98,-1.62,913.9,354.45
20181,300.78,0.01017,-1.32,0.97,915.25,354.77
20183,302.79,0.00689,-1.86,-3.58,906.99,351.97
20185,302.71,0.00886,-1.47,-4.46,923.6,358.26
20187,300.77,0.01075,-1.88,-0.66,933.26,356.95
20189,301.07,0.01095,-1.58,-1.57,933.88,360.67
20191,303.63,0.00896,-1.1,-5.37,929.48,363.51
20193,301.02,0.00965,-1.87,-0.39,910.36,358.11
20195,302.14,0.00873,-2.31,-2.57,919.72,352.9
