FIPS,T2,Q2,U10,V10,SWDOWN,GLW
13241,300.87,0.01379,1.72,-0.42,936.52,382.7
13243,304.98,0.01488,0.89,-1.79,945.59,414.48
13245,304.59,0.01528,1.82,-1.23,920.91,412.44
13247,303.64,0.01475,1.67,-0.33,938.56,404.14
13249,304.79,0.01437,0.14,-1.13,927.52,412.34
13251,303.85,0.01695,2.2,-0.81,914.73,414.97
13253,305.78,0.01598,0.72,-1.41,944.79,424.25
13255,303.68,0.01467,1.36,-1.44,878.46,411.77
13257,303.32,0.01531,0.93,1.29,929.38,404.38
13259,304.95,0.01449,0.32,-0.69,944.73,412.59
13261,305.03,0.01451,0.65,-0.97,941.82,413.54
13263,304.27,0.01421,1.16,-1.71,925.03,410.06
13265,303.89,0.0153,1.7,-1.47,927.19,409.28
13267,305.49,0.01572,2.54,0.25,922.35,420.63
13269,304.71,0.01407,0.77,-1.37,844.95,418.68
13271,305.21,0.01551,1.96,-0.19,917.07,420.98
13273,304.84,0.01488,0.53,-1.41,818.32,423.35
13275,305.67,0.01556,1.68,-0.1,841.84,431.12
13277,304.44,0.01628,1.94,-0.26,851.69,425.44
13279,305.37,0.0155,2.54,-0.13,925.86,418.6
13281,299.93,0.01411,2.77,-1.61,945.7,376.46
13283,304.74,0.01533,2.34,-0.32,927.99,413.3
13285,304.09,0.01471,1.0,-1.54,943.43,408.47
13287,303.62,0.01538,1.78,-0.32,439.92,448.03
13289,304.5,0.01448,1.22,-0.27,909.4,412.6
13291,300.23,0.01473,2.54,-2.16,946.32,378.59
13293,303.42,0.01429,1.06,-1.26,613.16,434.06
13295,303.3,0.01356,-0.0,-3.0,947.74,395.92
13297,303.88,0.0143,1.33,-0.15,936.04,405.66
13299,305.33,0.0167,1.75,0.61,924.49,425.11
13301,304.07,0.01576,1.71,-1.34,907.74,413.77
13303,304.48,0.01525,2.17,-0.48,902.73,415.93
13305,304.38,0.01719,1.62,1.73,899.93,421.94
13307,304.92,0.01462,0.76,-1.05,943.02,412.34
13309,305.02,0.01528,2.08,-0.4,927.01,418.36
13311,301.99,0.01395,2.1,-0.6,939.98,390.99
13313,303.55,0.01419,0.74,-3.3,942.71,400.84
13315,304.69,0.01513,1.91,-1.09,867.86,422.91
13317,304.17,0.0152,1.96,-0.93,913.61,409.64
13319,304.57,0.01462,1.25,-0.45,930.97,411.37
13321,304.42,0.0158,1.21,-0.74,794.87,427.87
16001,309.15,0.00345,2.21,-4.24,962.61,359.65
16003,302.39,0.00446,1.97,-1.31,966.54,321.76
16005,304.66,0.00566,3.59,-2.56,985.77,341.72
16007,301.69,0.00651,4.05,-1.65,989.25,332.68
16009,301.86,0.00879,1.39,0.03,918.94,346.31
16011,305.56,0.00539,3.35,0.16,979.69,345.87
16013,303.28,0.00502,5.52,-0.09,978.61,333.68
16015,302.45,0.00421,3.74,-2.46,970.01,325.24
16017,299.08,0.00993,-1.83,-0.34,904.81,341.36
16019,302.44,0.00573,4.25,-0.56,982.91,330.76
16021,296.79,0.00965,-1.06,-0.18,907.09,326.86
16023,303.59,0.00497,3.86,0.73,908.19,347.31
16025,302.43,0.00523,5.1,-1.95,977.05,328.46
16027,310.52,0.00345,1.05,-3.11,955.57,367.09
16029,302.32,0.00613,5.02,-2.62,988.01,331.76
16031,306.06,0.0052,2.09,-2.91,980.57,349.69
16033,300.88,0.00563,2.82,-0.28,957.03,330.35
16035,301.14,0.00724,1.39,-0.21,938.15,332.06
16037,298.4,0.00487,5.15,-2.66,979.47,306.99
16039,305.73,0.00458,4.25,-3.63,970.49,344.43
16041,304.21,0.00641,3.4,-1.11,986.47,344.69
16043,301.24,0.00608,2.72,0.45,971.06,328.98
16045,306.67,0.00328,2.61,-3.02,966.42,342.69
16047,308.85,0.00499,5.05,-0.46,968.89,363.04
16049,299.54,0.00566,0.88,-1.76,956.93,315.5
16051,305.61,0.0052,1.5,1.26,971.81,347.07
16053,309.34,0.00477,3.56,-2.09,970.62,364.28
16055,301.72,0.01006,-1.2,-0.22,908.25,353.89
16057,302.77,0.00786,1.39,-1.24,928.59,344.18
16059,298.17,0.00551,2.25,-2.14,974.88,307.46
16061,302.7,0.00607,-0.29,-2.0,943.13,334.35
16063,307.79,0.0049,4.59,0.48,974.1,357.56
16065,304.03,0.00531,3.34,0.08,977.92,336.25
16067,308.25,0.0048,3.57,-1.1,975.47,358.97
16069,304.66,0.00629,-0.26,-1.84,935.43,346.42
16071,305.21,0.00607,2.66,-1.19,983.18,349.88
16073,305.54,0.00492,0.4,-2.91,974.72,347.67
16075,309.52,0.00317,1.5,-1.93,959.47,357.58
16077,306.04,0.00524,3.35,-2.0,982.86,347.64
16079,298.88,0.00918,-0.42,-0.04,923.97,333.24
16081,300.28,0.00624,3.66,-0.49,980.2,323.22
16083,306.8,0.0053,2.14,-3.34,972.91,356.47
16085,298.77,0.00542,2.61,-1.49,969.38,309.99
16087,306.1,0.00308,2.27,-1.92,968.57,335.63
17001,303.42,0.01006,-0.4,-1.6,748.69,396.96
17003,305.15,0.01145,1.65,-2.91,970.31,384.0
17005,303.29,0.01123,1.01,-3.88,854.36,383.88
17007,300.75,0.01099,3.52,-0.93,653.11,392.64
17009,303.66,0.00982,-0.06,-2.19,844.44,390.26
17011,301.26,0.01121,2.29,-0.96,852.21,384.72
17013,304.19,0.00954,0.17,-2.6,829.04,392.18
17015,301.38,0.01158,2.52,0.44,887.47,382.67
17017,302.64,0.01042,0.34,-2.37,657.63,397.23
17019,301.66,0.01131,0.85,-4.07,943.64,369.24
17021,302.09,0.01107,1.5,-3.94,800.66,385.98
17023,302.81,0.01189,1.78,-3.46,951.4,376.18
17025,303.69,0.01143,1.71,-3.45,956.65,379.02
17027,303.98,0.01141,1.02,-4.05,952.9,378.46
17029,302.35,0.01118,2.2,-3.59,951.35,371.54
17031,296.35,0.0093,-1.6,-1.07,925.51,351.2
17033,303.33,0.01247,1.91,-3.31,950.19,384.15
17035,302.8,0.01127,2.1,-3.49,954.78,374.24
17037,300.97,0.01118,3.05,-1.22,847.55,380.37
17039,301.37,0.01143,1.07,-3.46,840.74,384.13
17041,302.04,0.01116,1.86,-3.57,947.9,370.07
17043,302.56,0.01001,1.94,-2.16,920.04,373.89
17045,302.08,0.01159,1.92,-3.66,926.38,376.94
17047,304.14,0.01194,2.06,-3.13,953.96,387.48
17049,303.02,0.01151,1.71,-3.72,957.99,374.91
17051,303.18,0.01146,1.65,-3.57,918.81,380.49
17053,301.13,0.01105,1.51,-3.6,937.59,367.0
17055,304.38,0.01167,2.35,-2.88,899.32,392.82
17057,301.31,0.0111,0.75,-1.82,563.81,396.66
17059,304.58,0.01217,1.78,-3.12,956.7,391.54
17061,303.33,0.00982,0.28,-3.21,709.08,396.92
17063,301.72,0.01077,2.0,-2.33,929.29,373.18
17065,304.62,0.0112,1.88,-3.08,929.82,390.26
17067,303.0,0.01052,0.01,-1.5,925.97,378.52
17069,304.9,0.01182,1.05,-2.97,955.65,390.58
17071,301.82,0.01078,1.23,-0.44,878.88,383.28
17073,301.04,0.01152,1.88,-0.08,701.24,395.55
17075,301.27,0.01061,0.95,-3.97,942.83,364.98
17077,304.62,0.0113,1.76,-3.13,969.87,377.85
17079,303.21,0.01186,2.01,-3.48,953.85,379.85
17081,304.19,0.01124,2.23,-3.13,895.43,390.0
17083,303.51,0.00987,0.6,-3.06,684.31,397.85
17085,301.53,0.01173,2.78,0.74,845.99,388.7
17087,304.94,0.01158,1.54,-2.6,961.67,387.21
17089,301.43,0.01079,2.96,-1.97,842.82,381.8
17091,301.26,0.01037,0.39,-3.18,938.64,365.72
17093,301.63,0.01087,2.55,-2.14,901.5,377.46
17095,300.57,0.01134,1.52,-0.83,568.35,394.06
17097,294.25,0.00963,-0.95,0.3,899.64,350.38
17099,301.53,0.01091,2.35,-1.67,902.43,379.31
17101,303.69,0.01225,1.93,-2.95,949.12,388.02
17103,301.27,0.01125,2.95,-0.63,901.49,378.65
17105,301.25,0.01079,1.78,-2.54,910.93,374.29
17107,301.42,0.01132,1.15,-3.13,765.29,386.15
17109,302.05,0.01075,0.98,-1.64,718.02,394.81
17111,301.14,0.01079,3.25,-1.57,769.87,387.16
17113,301.01,0.01132,1.21,-2.91,890.03,376.71
17115,301.81,0.01119,1.45,-3.93,806.98,388.75
17117,302.83,0.01033,0.62,-3.82,757.85,388.93
17119,303.69,0.01068,0.77,-3.47,781.37,392.35
17121,303.79,0.01101,1.67,-3.71,917.85,383.16
17123,301.5,0.01093,1.86,-1.53,873.09,379.35
17125,302.14,0.01054,0.67,-2.53,516.46,397.61
17127,305.62,0.01124,1.37,-2.84,959.21,391.98
17129,302.05,0.01052,0.25,-2.66,641.48,391.76
17131,300.79,0.01176,2.02,0.51,852.31,384.96
17133,304.6,0.01042,0.6,-2.76,815.64,393.9
17135,302.41,0.01075,1.21,-3.92,761.85,384.37
17137,302.42,0.01061,0.18,-2.68,718.31,394.44
17139,302.02,0.01091,1.58,-3.73,932.04,370.83
17141,301.06,0.01161,3.36,-0.06,875.27,379.63
17143,300.79,0.01083,1.58,-1.46,499.91,394.29
17145,304.17,0.01125,1.91,-3.46,968.49,376.2
17147,301.71,0.01129,1.11,-3.94,904.77,378.26
17149,303.99,0.00957,-0.27,-2.16,855.32,385.6
17151,305.13,0.01148,1.11,-2.71,956.69,391.14
17153,305.38,0.01118,1.53,-2.7,967.48,386.47
17155,301.83,0.01072,2.08,-1.46,929.61,373.9
17157,304.37,0.01085,1.7,-3.49,966.84,373.98
17159,303.66,0.01204,2.0,-3.14,953.47,384.46
17161,301.36,0.01165,2.11,0.6,791.21,393.6
17163,304.49,0.0108,0.24,-3.69,851.39,388.6
17165,304.67,0.01205,1.71,-2.95,956.21,390.75
17167,302.32,0.0107,0.94,-3.52,834.18,381.16
17169,302.84,0.01027,0.3,-2.0,730.71,397.59
17171,303.3,0.01011,0.11,-2.63,781.84,394.99
17173,302.42,0.01139,1.63,-3.64,944.17,373.41
17175,300.76,0.01101,1.62,-1.08,604.19,394.84
17177,300.99,0.01126,3.25,0.27,857.19,378.77
17179,301.02,0.01098,1.14,-2.04,564.76,393.76
17181,304.82,0.01173,1.49,-2.88,967.15,383.04
17183,301.47,0.01134,1.04,-4.1,941.38,369.45
17185,304.1,0.01218,1.9,-3.06,951.45,389.26
17187,301.05,0.01139,1.65,-0.7,789.67,390.95
17189,303.98,0.01126,1.53,-3.83,967.9,375.87
17191,304.14,0.01164,2.04,-3.24,936.6,386.23
17193,304.5,0.01187,2.04,-3.23,956.65,388.86
17195,301.33,0.01158,2.23,0.13,775.38,394.17
17197,301.71,0.01016,0.76,-2.44,928.35,370.02
17199,304.67,0.01193,1.98,-2.77,950.01,387.26
17201,300.75,0.01131,3.63,-0.27,612.24,394.64
17203,301.23,0.01131,1.53,-1.76,870.33,379.29
18001,301.35,0.01163,3.46,-1.68,928.36,373.28
18003,301.76,0.01101,3.4,-1.71,925.68,372.94
18005,302.7,0.01191,1.39,-2.1,935.85,384.5
18007,300.74,0.0111,1.24,-4.8,945.86,362.66
18009,300.88,0.01222,3.23,-1.78,932.93,371.95
18011,300.96,0.01148,3.61,-2.99,944.88,366.16
18013,303.19,0.01181,1.53,-1.97,935.1,385.18
18015,301.41,0.01102,2.89,-3.8,939.05,369.69
18017,301.26,0.01112,2.97,-3.47,938.13,367.84
18019,303.89,0.01193,0.56,-2.57,938.09,387.02
18021,302.98,0.01228,2.52,-2.88,941.11,384.72
18023,300.93,0.01136,3.47,-2.76,943.69,365.61
18025,304.14,0.0121,0.99,-1.91,938.6,392.21
18027,303.95,0.01249,2.34,-2.44,944.08,391.75
18029,302.6,0.01148,0.89,-2.53,930.57,380.21
18031,301.84,0.01214,1.76,-2.24,935.97,379.39
18033,301.44,0.01121,3.47,-1.66,923.04,372.04
18035,300.76,0.01236,3.34,-2.12,936.8,370.22
18037,304.25,0.01224,1.89,-2.22,942.06,392.56
18039,301.01,0.01107,4.08,-3.49,928.4,365.95
18041,301.4,0.01219,2.58,-2.45,932.49,376.74
18043,303.88,0.01223,0.61,-2.31,936.42,391.25
18045,301.7,0.01089,2.12,-3.69,945.81,368.81
18047,301.95,0.0119,1.61,-2.46,929.97,378.65
18049,300.98,0.01138,3.02,-3.92,935.14,367.04
18051,304.17,0.01225,1.98,-3.05,952.24,389.18
18053,300.85,0.01196,3.29,-1.76,936.16,369.3
18055,303.68,0.01232,2.33,-2.3,941.15,388.5
18057,301.26,0.01158,3.39,-2.74,942.51,368.03
18059,301.58,0.01216,2.91,-2.98,938.69,375.47
18061,304.0,0.01234,0.69,-2.1,938.49,391.68
18063,301.53,0.01228,3.24,-3.21,944.16,372.89
18065,300.73,0.01233,3.25,-2.62,938.49,370.12
18067,300.85,0.01156,3.75,-2.11,941.19,365.8
18069,301.25,0.01142,3.33,-1.42,931.2,371.0
18071,303.31,0.01197,0.51,-1.78,937.59,386.69
18073,299.86,0.0103,1.17,-5.43,948.08,349.59
18075,300.88,0.0122,3.51,-1.69,931.47,371.86
18077,303.26,0.01174,1.0,-2.48,939.11,379.76
18079,302.79,0.01219,0.95,-2.26,938.28,380.64
18081,302.45,0.01207,2.78,-2.42,936.63,382.89
18083,303.92,0.01215,2.3,-2.77,948.89,387.86
18085,301.17,0.01112,3.08,-2.56,932.5,366.6
18087,301.56,0.01059,3.37,-2.35,922.96,370.96
18089,296.5,0.00961,-1.43,-3.56,939.77,342.12
18091,297.23,0.01167,1.55,-4.17,942.2,339.28
18093,303.97,0.01199,1.49,-1.64,906.48,394.2
18095,300.88,0.01219,3.18,-2.48,940.29,368.97
18097,302.5,0.01193,3.38,-3.07,939.49,376.91
18099,300.15,0.01206,3.03,-4.65,936.0,360.1
18101,304.16,0.01225,2.14,-1.97,940.89,390.25
18103,301.1,0.01136,3.36,-2.15,939.05,365.82
18105,303.54,0.01193,1.72,-1.97,934.59,388.45
18107,301.23,0.01147,3.08,-3.33,946.57,366.87
18109,302.62,0.01237,2.45,-2.75,936.99,382.89
18111,300.41,0.01019,-0.01,-4.99,946.85,354.93
18113,301.35,0.01076,3.45,-1.58,927.05,368.57
18115,303.01,0.01141,0.78,-2.75,933.69,380.04
18117,303.9,0.0121,1.28,-1.74,937.89,391.5
18119,303.29,0.01225,2.25,-2.29,935.77,387.82
18121,302.14,0.01182,2.62,-3.38,945.21,373.4
18123,304.44,0.01226,1.26,-1.97,923.93,397.54
18125,304.19,0.01239,2.01,-2.59,945.15,391.9
18127,296.2,0.01052,0.54,-3.74,941.13,338.15
18129,304.52,0.01218,1.85,-3.21,953.1,392.04
18131,300.41,0.0118,2.45,-5.38,940.53,360.41
18133,301.94,0.01221,2.68,-3.23,942.01,377.09
18135,300.53,0.01215,3.58,-2.05,934.27,369.41
18137,302.37,0.01177,1.39,-2.43,935.44,377.66
18139,301.39,0.01206,2.55,-2.52,934.89,377.07
18141,299.04,0.01256,2.98,-4.42,936.97,350.67
18143,303.55,0.01197,0.54,-2.36,938.45,383.72
18145,302.18,0.0119,2.44,-2.3,934.94,382.22
18147,304.54,0.01247,1.69,-2.56,947.12,393.83
18149,299.62,0.01189,1.91,-5.48,942.34,352.18
18151,301.27,0.01153,3.53,-1.65,918.2,373.39
18153,303.43,0.01255,2.27,-3.08,945.71,386.33
18155,303.21,0.01141,1.08,-2.78,936.25,379.74
18157,301.54,0.01089,2.6,-4.12,941.02,369.88
18159,300.67,0.01164,3.72,-2.25,941.49,366.06
18161,301.11,0.01216,2.57,-2.62,931.78,375.74
18163,304.69,0.01186,1.72,-3.12,951.0,391.53
18165,302.02,0.01164,1.98,-3.75,945.44,372.53
18167,303.0,0.01222,2.17,-3.32,944.54,381.3
18169,301.08,0.01164,3.5,-1.48,936.38,367.19
18171,301.3,0.01125,1.5,-4.54,944.67,368.54
18173,304.38,0.01215,1.9,-3.0,948.18,392.8
18175,303.42,0.01216,0.44,-1.9,937.12,388.07
18177,300.81,0.01225,3.28,-2.46,934.29,372.16
18179,301.22,0.01153,3.2,-1.69,929.82,372.59
18181,300.94,0.0113,2.68,-5.24,941.75,364.42
18183,301.29,0.011,3.51,-1.51,930.09,368.85
19001,304.99,0.00744,1.44,2.21,867.27,384.26
19003,305.65,0.00694,1.65,2.9,782.79,390.68
19005,300.46,0.011,4.67,0.66,788.39,384.09
19007,303.92,0.00876,0.25,1.46,948.69,369.79
19009,303.22,0.00793,0.88,1.58,899.76,378.51
19011,301.15,0.01158,2.81,1.59,915.69,374.92
19013,301.23,0.0109,3.36,2.32,878.85,377.4
19015,301.53,0.0095,2.4,0.38,916.88,369.1
19017,300.76,0.01124,3.89,1.01,849.46,382.0
19019,300.86,0.01094,3.57,1.63,822.59,383.71
19021,296.28,0.01235,1.45,0.3,504.22,391.72
19023,300.62,0.0106,4.4,1.44,744.65,389.9
19025,299.11,0.01161,1.62,-0.58,588.25,392.46
19027,301.46,0.00954,0.43,0.86,882.61,382.43
19029,304.49,0.0067,1.68,2.14,657.02,393.53
19031,300.89,0.0119,2.87,1.44,866.4,387.49
19033,298.5,0.01239,4.49,3.19,624.15,389.6
19035,296.59,0.01258,0.86,0.45,628.07,388.42
19037,299.79,0.01133,3.68,0.16,803.82,386.6
19039,305.31,0.00783,-0.3,2.54,956.01,372.5
19041,294.66,0.01354,2.55,2.9,228.82,401.22
19043,300.93,0.01089,4.01,0.97,834.48,380.6
19045,301.28,0.01161,2.47,0.97,846.67,388.91
19047,301.68,0.01023,-0.09,2.58,941.11,376.21
19049,303.7,0.00822,1.34,1.3,948.19,372.64
19051,302.78,0.00999,-0.08,1.38,916.45,371.96
19053,305.64,0.00788,0.3,2.55,956.4,375.12
19055,300.66,0.01076,4.01,1.38,913.23,369.0
19057,301.83,0.01099,0.71,-0.06,935.59,372.85
19059,295.23,0.01399,3.25,3.31,308.32,402.88
19061,300.83,0.01171,3.68,1.06,851.01,383.39
19063,297.4,0.01341,2.0,3.98,593.49,394.19
19065,300.17,0.01104,4.49,0.71,838.61,381.2
19067,299.89,0.01102,3.03,1.86,743.46,388.95
19069,299.1,0.01123,5.2,1.75,598.78,390.86
19071,306.08,0.00766,0.56,3.44,905.95,388.69
19073,301.17,0.00919,0.88,0.27,737.48,384.0
19075,301.14,0.0103,3.78,2.83,923.46,372.16
19077,303.47,0.00789,1.13,1.03,946.32,373.02
19079,299.5,0.0106,4.49,0.54,933.05,362.48
19081,297.03,0.01364,4.87,2.91,508.93,394.95
19083,300.75,0.01039,4.87,2.31,936.97,366.76
19085,303.96,0.00856,-0.11,3.22,880.94,386.89
19087,301.71,0.011,0.91,0.54,936.76,372.32
19089,298.73,0.01197,3.06,-0.54,646.96,389.66
19091,297.18,0.01327,3.49,-1.29,737.27,387.92
19093,299.95,0.01201,-0.65,2.73,895.67,378.06
19095,301.18,0.01136,2.18,1.65,927.03,372.28
19097,301.31,0.01216,2.95,1.07,835.11,392.5
19099,301.79,0.01046,1.16,2.75,937.06,370.03
19101,301.94,0.01074,0.03,1.07,945.0,370.06
19103,301.22,0.01147,2.75,1.55,929.75,372.21
19105,300.93,0.01226,3.52,0.97,838.1,391.88
19107,301.8,0.01031,0.82,1.24,922.79,373.29
19109,296.67,0.01409,2.61,3.6,675.67,385.86
19111,302.75,0.01075,0.18,-0.66,928.24,378.91
19113,301.32,0.01187,3.23,1.08,911.99,376.79
19115,301.21,0.01127,1.4,0.91,938.28,369.4
19117,304.47,0.0082,0.3,2.03,954.99,369.01
19119,297.05,0.01393,1.08,6.57,881.36,371.05
19121,305.38,0.0076,0.29,2.09,952.39,375.37
19123,302.22,0.00973,1.3,1.33,778.39,387.3
19125,302.76,0.00936,0.49,1.65,950.15,368.58
19127,301.54,0.01043,2.7,3.01,939.61,368.76
19129,305.42,0.00747,0.57,3.19,732.73,400.88
19131,298.86,0.0117,1.74,0.95,578.57,395.86
19133,302.99,0.00999,0.32,4.33,944.75,380.7
19135,303.61,0.00909,1.01,1.6,913.49,373.92
19137,305.05,0.00692,1.38,2.64,656.29,398.0
19139,301.05,0.01137,2.0,1.33,903.58,375.35
19141,295.6,0.0131,1.27,4.21,430.35,392.99
19143,296.13,0.01441,1.88,5.04,812.03,373.02
19145,305.81,0.00742,1.2,2.93,815.92,391.61
19147,295.45,0.0134,0.97,2.79,277.05,399.35
19149,298.14,0.01333,-0.23,3.03,659.96,394.58
19151,296.67,0.01308,2.0,-0.12,516.52,391.68
19153,303.4,0.009,0.61,2.3,947.02,371.64
19155,304.27,0.00754,0.55,2.68,648.69,401.36
19157,301.24,0.01096,1.81,1.9,865.54,381.43
19159,306.06,0.00712,0.87,3.03,957.31,376.47
19161,299.41,0.01196,-0.16,0.97,897.08,377.64
19163,301.55,0.01157,2.2,0.48,811.73,394.08
19165,302.77,0.00869,0.95,2.07,838.96,385.65
19167,296.92,0.01282,0.21,5.36,488.16,397.41
19169,301.39,0.01002,2.59,2.2,943.73,366.14
19171,301.32,0.01098,2.37,2.48,924.71,373.16
19173,306.06,0.00713,1.17,3.29,912.57,381.46
19175,306.04,0.0073,0.99,2.97,947.94,377.96
19177,302.9,0.01034,-0.31,0.38,947.31,371.4
19179,302.68,0.00976,-0.01,1.2,694.69,393.26
19181,304.26,0.00828,-0.13,2.25,953.64,369.61
19183,301.35,0.01076,1.83,1.54,926.81,372.38
19185,304.77,0.00828,0.16,1.55,955.7,372.17
19187,298.83,0.01145,2.65,-0.44,656.05,384.8
19189,297.55,0.01344,4.06,4.71,613.58,390.82
19191,299.15,0.01142,4.98,-0.64,750.31,382.2
19193,300.75,0.01244,0.56,3.04,835.16,390.53
19195,298.56,0.01271,2.72,3.03,521.38,401.46
19197,297.94,0.01215,5.09,0.89,473.86,400.0
20001,309.04,0.00705,0.47,1.65,950.73,394.47
20003,308.6,0.0073,-0.27,1.47,970.44,389.26
20005,307.11,0.00719,-0.47,2.21,966.14,383.19
20007,309.54,0.00737,-0.68,4.19,991.72,394.19
20009,309.51,0.00809,-0.42,5.68,980.25,397.33
20011,308.94,0.007,-1.04,0.5,886.06,401.04
20013,307.1,0.00725,0.09,2.27,963.1,385.7
20015,307.85,0.00749,0.39,3.6,922.88,392.47
20017,307.93,0.00736,0.69,4.07,977.16,387.31
20019,308.75,0.00704,0.19,1.6,589.32,414.86
20021,309.37,0.0068,-0.19,0.37,663.02,411.34
20023,308.08,0.01019,-0.77,-0.8,983.34,388.96
20025,310.73,0.00817,0.22,4.83,990.79,402.24
20027,308.17,0.0077,0.83,3.63,967.28,394.87
20029,307.92,0.00815,-0.11,4.46,967.46,395.08
20031,308.39,0.00725,0.25,2.97,972.85,387.14
20033,310.26,0.00751,-0.17,4.51,992.26,397.5
20035,309.03,0.0074,0.08,2.48,925.24,399.74
20037,309.27,0.0068,-0.48,0.6,754.51,407.21
20039,309.45,0.00894,2.75,4.97,975.89,397.1
20041,308.68,0.00738,0.77,4.01,972.92,393.77
20043,306.84,0.00716,-0.15,2.26,964.39,383.18
20045,307.94,0.00712,-0.59,2.13,973.97,383.32
20047,309.74,0.00798,0.42,5.76,986.31,397.12
20049,308.4,0.00707,0.48,2.23,800.85,408.94
20051,310.03,0.00816,1.28,6.32,977.83,399.93
20053,308.91,0.0082,-0.58,5.35,975.63,397.22
20055,309.78,0.00846,0.96,5.67,990.24,395.76
20057,309.76,0.00798,0.23,6.26,989.85,396.63
20059,308.26,0.00728,-0.81,1.85,973.97,386.86
20061,308.62,0.007,1.33,3.99,971.8,391.07
20063,309.31,0.00858,1.69,5.97,984.56,393.22
20065,309.81,0.00822,2.18,6.52,976.17,398.83
20067,310.5,0.00813,1.05,5.57,997.36,395.05
20069,310.02,0.00842,0.74,6.17,990.86,397.66
20071,308.52,0.0094,-2.1,3.41,986.41,393.62
20073,308.03,0.0072,0.17,2.97,952.15,391.09
20075,310.0,0.00923,-1.0,3.59,991.18,398.87
20077,309.25,0.00757,-0.59,3.64,993.04,392.24
20079,308.03,0.00779,0.46,4.23,983.9,387.77
20081,310.02,0.00844,0.98,5.6,994.26,396.26
20083,309.99,0.00812,0.75,6.35,986.45,398.14
20085,307.81,0.00684,-0.48,2.46,967.54,385.64
20087,307.52,0.00712,-0.54,2.29,969.81,382.59
20089,307.28,0.0084,-1.73,5.74,763.65,407.74
20091,307.22,0.00713,0.31,1.33,971.28,382.06
20093,309.76,0.00824,-0.24,5.17,993.99,392.97
20095,308.61,0.00762,-0.63,4.23,988.62,391.39
20097,309.4,0.00772,-0.14,5.23,989.68,394.49
20099,309.01,0.00685,0.42,1.01,484.03,418.18
20101,309.44,0.00863,1.93,6.2,987.38,394.56
20103,307.04,0.00737,-0.51,1.77,969.41,381.46
20105,309.26,0.00818,-0.91,5.34,971.79,399.63
20107,308.03,0.00739,-0.71,0.41,961.12,388.69
20109,309.11,0.0086,-0.01,5.2,986.03,392.4
20111,308.21,0.00707,0.56,3.67,975.98,386.71
20113,308.37,0.00761,0.39,4.71,979.55,391.62
20115,308.19,0.00742,0.8,4.6,979.28,388.37
20117,307.78,0.00731,-0.02,3.13,965.85,389.67
20119,310.7,0.00842,0.57,5.58,992.17,401.87
20121,307.5,0.00744,-0.02,1.41,973.73,383.09
20123,308.77,0.0081,-1.65,5.62,970.25,397.4
20125,309.04,0.00712,0.69,1.32,520.55,419.54
20127,308.12,0.0071,0.91,4.02,974.68,387.82
20129,310.88,0.00834,1.73,5.32,998.53,397.7
20131,307.27,0.00701,0.07,2.16,964.56,386.53
20133,308.75,0.00684,0.51,1.12,674.53,411.15
20135,309.89,0.00817,1.29,6.44,983.96,397.63
20137,309.81,0.00849,2.73,6.32,971.94,400.91
20139,308.61,0.00709,-0.59,3.29,976.36,386.79
20141,309.45,0.00816,-0.54,6.04,833.67,413.71
20143,308.54,0.00777,-0.05,4.44,970.48,396.29
20145,309.86,0.00811,0.67,6.05,983.51,398.14
20147,310.01,0.00829,1.36,6.78,968.76,403.3
20149,308.4,0.00697,-0.19,3.17,968.71,389.8
20151,308.86,0.00755,-0.42,4.89,988.75,392.13
20153,308.77,0.00947,1.35,2.13,980.22,392.42
20155,308.69,0.00778,-0.34,4.81,984.45,393.02
20157,307.65,0.0084,-0.42,4.8,964.45,394.74
20159,308.8,0.00805,-0.58,5.17,980.24,395.39
20161,308.59,0.00698,1.25,3.55,969.9,390.78
20163,310.08,0.00818,1.34,6.58,973.16,401.67
20165,310.06,0.00814,1.09,6.36,980.78,399.53
20167,309.87,0.00822,-0.34,5.86,975.0,400.68
20169,308.9,0.00756,0.27,4.56,974.27,396.19
20171,308.82,0.00859,0.82,5.77,988.25,391.95
20173,308.24,0.00789,0.3,3.7,981.81,389.79
20175,310.85,0.00827,1.33,6.01,995.18,400.02
20177,308.53,0.00693,-1.08,3.0,972.31,386.85
20179,309.15,0.00851,1.8,5.98,980.17,393.85
20181,308.83,0.01004,-0.85,1.53,984.1,394.77
20183,309.08,0.00829,-0.91,6.22,942.32,401.92
20185,309.25,0.00782,-0.34,5.35,985.0,394.67
20187,310.97,0.00887,1.05,4.89,994.59,401.01
20189,310.84,0.00812,1.53,5.98,997.72,397.42
20191,308.96,0.00755,0.23,2.79,942.71,399.2
20193,308.92,0.0093,0.6,4.29,982.75,393.27
20195,309.72,0.00815,1.72,6.24,980.96,396.4
20197,308.61,0.00682,0.29,3.76,974.06,387.48
20199,308.82,0.00991,-1.5,3.12,984.96,393.67
20201,307.78,0.00766,0.27,3.64,966.21,391.45
20203,308.85,0.00821,-1.03,5.1,990.32,390.2
20205,308.53,0.00696,0.7,1.39,678.47,415.6
20207,308.43,0.00705,0.74,2.3,939.94,394.32
20209,306.91,0.00701,0.08,1.33,969.74,381.0
21001,303.41,0.013,1.71,-2.16,935.29,394.6
21003,304.48,0.01276,1.81,-1.96,943.53,397.66
21005,303.58,0.01251,1.67,-3.09,932.57,391.88
