FIPS,T2
8081,88.41
8083,87.35
8085,88.02
8087,97.95
8089,100.92
8091,76.77
8093,73.45
8095,95.16
8097,71.51
8099,102.2
8101,97.36
8103,85.44
8105,78.33
8107,80.01
8109,75.83
8111,64.85
8113,82.13
8115,94.91
8117,68.02
8119,77.99
8121,97.74
8123,96.42
8125,96.87
9001,84.36
9003,87.39
9005,85.15
9007,84.83
9009,83.25
9011,84.11
9013,86.34
9015,85.93
10001,86.86
10003,88.88
10005,86.79
11001,90.16
12001,96.1
12003,94.98
12005,90.55
12007,95.79
12009,92.98
12011,91.51
12013,96.73
12015,92.97
12017,90.3
12019,96.85
12021,91.4
12023,95.63
12027,94.68
12029,90.25
12031,95.77
12033,90.97
12035,96.26
12037,90.3
12039,95.34
12041,95.86
12043,91.85
12045,90.46
12047,93.54
12049,95.43
12051,92.05
12053,90.03
12055,94.66
12057,93.99
12059,94.93
12061,92.23
12063,96.01
12065,92.32
12067,94.75
12069,96.67
12071,90.9
12073,95.16
12075,91.49
12077,96.8
12079,93.63
12081,93.11
12083,95.68
12085,89.94
12086,91.17
12087,88.38
12089,94.96
12091,92.1
12093,92.62
12095,96.15
12097,96.04
12099,89.94
12101,92.55
12103,88.74
12105,96.21
12107,96.46
12109,96.26
12111,91.76
12113,93.04
12115,91.58
12117,96.17
12119,96.51
12121,95.29
12123,90.55
12125,96.17
12127,94.01
12129,94.26
12131,92.88
12133,96.6
13001,92.21
13003,93.92
13005,92.48
13007,94.59
13009,92.61
13011,90.32
13013,90.16
13015,89.26
13017,92.34
13019,93.34
13021,92.39
13023,93.06
13025,95.25
13027,93.42
13029,91.94
13031,92.55
13033,92.39
13035,92.25
13037,93.87
13039,94.62
13043,93.38
13045,89.37
13047,90.75
13049,95.54
13051,90.34
13053,92.68
13055,89.02
13057,88.86
13059,90.81
13061,94.17
13063,91.33
13065,95.32
13067,89.67
13069,92.41
13071,93.25
13073,93.49
13075,93.81
13077,91.0
13079,92.1
13081,92.26
13083,87.33
13085,86.72
13087,94.95
13089,90.12
13091,92.7
13093,92.61
13095,94.41
13097,90.41
13099,94.42
13101,94.71
13103,92.44
13105,92.88
13107,92.73
13109,92.7
13111,83.61
13113,91.27
13115,89.71
13117,88.79
13119,90.82
13121,90.23
13123,84.6
13125,92.61
13127,91.87
13129,89.15
13131,94.3
13133,92.26
13135,89.55
13137,88.27
13139,89.1
13141,92.52
13143,88.38
13145,91.26
13147,91.72
13149,90.41
13151,91.74
13153,93.97
13155,91.78
13157,90.41
13159,92.34
13161,92.01
13163,92.97
13165,92.41
13167,92.77
13169,92.41
13171,91.62
13173,94.64
13175,93.13
13177,92.7
13179,90.73
13181,93.99
13183,91.8
13185,93.7
13187,86.22
13189,93.52
13191,90.95
13193,93.87
13195,91.11
13197,92.61
13199,90.48
13201,94.26
13205,93.74
13207,92.55
13209,92.52
13211,91.89
13213,87.46
13215,92.62
13217,91.17
13219,91.22
13221,92.32
13223,89.35
13225,93.79
13227,86.36
13229,94.41
13231,90.86
13233,89.33
13235,92.82
13237,92.97
13239,94.3
13241,84.79
13243,93.11
13245,92.61
13247,90.55
13249,93.56
13251,92.21
13253,95.04
13255,90.84
13257,90.55
13259,93.29
13261,93.58
13263,91.54
13265,92.71
13267,92.55
13269,92.59
13271,92.5
13273,93.29
13275,94.06
13277,92.37
13279,92.98
13281,82.69
13283,92.01
13285,91.76
13287,91.92
13289,93.15
13291,84.0
13293,91.47
13295,88.39
13297,90.21
13299,94.96
13301,92.77
13303,93.13
13305,92.19
13307,93.63
13309,92.43
13311,86.56
13313,89.33
13315,92.28
13317,93.6
13319,93.13
13321,92.59
16001,102.29
16003,88.54
16005,92.66
16007,86.59
16009,87.08
16011,95.31
16013,89.26
16015,88.23
16017,83.3
16019,88.95
16021,80.11
16023,90.52
16025,87.15
16027,104.95
16029,87.87
16031,93.99
16033,84.74
16035,84.54
16037,80.53
16039,94.3
16041,91.83
16043,86.41
16045,97.36
16047,100.27
16049,82.33
16051,96.08
16053,101.98
16055,87.49
16057,88.93
16059,81.7
16061,88.25
16063,98.82
16065,92.07
16067,100.04
16069,92.82
16071,92.97
16073,95.79
16075,103.35
16077,94.8
16079,80.91
16081,84.67
16083,96.67
16085,81.68
16087,96.31
17001,89.58
17003,91.56
17005,89.31
17007,83.66
17009,90.0
17011,85.17
17013,91.27
17015,84.56
17017,89.02
17019,85.03
17021,86.81
17023,86.76
17025,88.61
17027,89.76
17029,86.07
17031,74.62
17033,87.57
17035,86.99
17037,83.73
17039,85.26
17041,85.6
17043,85.87
17045,85.6
17047,88.99
17049,87.49
17051,87.96
17053,84.22
17055,91.17
17057,86.85
17059,89.78
17061,90.27
17063,85.05
17065,90.3
17067,88.18
17069,90.21
17071,86.22
17073,85.08
17075,84.63
17077,90.95
17079,87.91
17081,90.43
17083,90.7
17085,84.24
17087,91.26
17089,84.31
17091,84.09
17093,84.74
17095,85.44
17097,70.61
17099,85.01
17101,87.82
17103,84.81
17105,84.49
17107,86.22
17109,87.15
17111,83.8
17113,84.34
17115,86.14
17117,88.86
17119,90.43
17121,88.99
17123,85.35
17125,88.45
17127,91.8
17129,87.84
17131,85.03
17133,91.26
17135,87.93
17137,88.54
17139,85.75
17141,84.33
17143,85.95
17145,90.32
17147,85.35
17149,90.77
17151,90.63
17153,91.6
17155,85.84
17157,90.55
17159,88.47
17161,85.42
17163,91.2
17165,90.28
17167,87.93
17169,88.88
17171,89.83
17173,86.45
17175,85.05
17177,84.15
17179,85.96
17181,91.0
17183,84.85
17185,88.43
17187,85.21
17189,89.83
17191,89.62
17193,89.69
17195,85.3
17197,84.47
17199,91.35
17201,84.49
17203,84.85
18001,83.26
18003,84.02
18005,85.8
18007,83.48
18009,82.4
18011,82.69
18013,86.41
18015,83.14
18017,82.87
18019,87.87
18021,85.96
18023,82.8
18025,88.05
18027,87.8
18029,85.93
18031,84.4
18033,83.57
18035,82.04
18037,88.41
18039,82.42
18041,83.28
18043,87.75
18045,84.54
18047,84.54
18049,82.36
18051,88.25
18053,82.22
18055,87.22
18057,82.94
18059,83.44
18061,88.02
18063,83.35
18065,81.99
18067,82.56
18069,82.94
18071,87.04
18073,81.36
18075,82.47
18077,86.85
18079,86.07
18081,85.01
18083,87.69
18085,82.71
18087,83.41
18089,78.15
18091,77.56
18093,87.75
18095,82.24
18097,85.19
18099,81.14
18101,88.2
18103,83.08
18105,86.97
18107,83.28
18109,85.32
18111,82.72
18113,83.59
18115,86.59
18117,87.62
18119,86.52
18121,85.26
18123,88.59
18125,88.36
18127,78.01
18129,88.88
18131,81.84
18133,84.09
18135,81.7
18137,85.26
18139,83.25
18141,79.7
18143,87.31
18145,84.63
18147,88.99
18149,80.53
18151,83.16
18153,86.81
18155,86.79
18157,83.44
18159,82.04
18161,82.85
18163,89.2
18165,85.51
18167,86.56
18169,83.08
18171,84.25
18173,88.66
18175,87.08
18177,82.13
18179,83.05
18181,82.83
18183,83.28
19001,91.27
19003,93.04
19005,81.43
19007,91.54
19009,87.48
19011,83.28
19013,82.98
19015,84.69
19017,81.97
19019,82.63
19021,83.44
19023,81.72
19025,84.0
19027,84.88
19029,90.54
19031,84.74
19033,82.31
19035,83.8
19037,80.47
19039,93.31
19041,83.19
19043,82.27
19045,84.83
19047,84.79
19049,88.59
19051,88.72
19053,92.8
19055,82.24
19057,85.96
19059,82.83
19061,82.98
19063,81.93
19065,81.48
19067,81.16
19069,82.44
19071,92.66
19073,85.06
19075,82.76
19077,88.29
19079,83.71
19081,81.95
19083,82.98
19085,91.22
19087,85.87
19089,79.36
19091,83.26
19093,84.02
19095,84.15
19097,84.79
19099,85.89
19101,86.31
19103,84.92
19105,83.61
19107,86.04
19109,82.02
19111,87.93
19113,83.71
19115,85.68
19117,92.5
19119,83.08
19121,93.04
19123,87.28
19125,88.93
19127,84.22
19129,91.87
19131,80.85
19133,89.2
19135,90.79
19137,91.63
19139,85.55
19141,82.96
19143,82.81
19145,92.34
19147,82.65
19149,85.37
19151,83.59
19153,88.38
19155,91.31
19157,84.61
19159,92.98
19161,84.16
19163,85.12
19165,88.14
19167,83.25
19169,84.69
19171,83.98
19173,92.91
19175,93.49
19177,88.12
19179,88.88
19181,92.35
19183,84.94
19185,92.23
19187,83.84
19189,81.41
19191,79.7
19193,86.2
19195,82.08
19197,82.92
20001,99.64
20003,99.28
20005,97.32
20007,102.96
20009,100.89
20011,100.09
20013,96.66
20015,100.71
20017,99.14
20019,103.59
20021,101.25
20023,98.6
20025,108.1
20027,98.6
20029,98.53
20031,98.55
20033,105.51
20035,103.03
20037,100.35
20039,99.88
20041,99.84
20043,96.22
20045,98.96
20047,101.34
20049,101.75
20051,102.16
20053,100.24
20055,105.46
20057,103.01
20059,99.28
20061,99.41
20063,100.45
20065,101.52
20067,106.84
20069,105.22
20071,100.89
20073,99.86
20075,103.3
20077,103.5
20079,101.73
20081,107.53
20083,102.34
20085,98.42
20087,98.04
20089,98.26
20091,97.86
20093,104.79
20095,101.64
20097,101.59
20099,102.25
20101,101.62
20103,97.29
20105,100.62
20107,99.25
20109,99.95
20111,98.46
20113,100.92
20115,100.29
20117,97.48
20119,110.64
20121,98.49
20123,99.39
20125,103.24
20127,98.65
20129,107.38
20131,96.76
20133,100.53
20135,102.24
20137,101.21
20139,98.98
20141,101.21
20143,99.55
20145,101.48
20147,100.65
20149,98.78
20151,100.45
20153,98.28
20155,101.43
20157,97.79
20159,101.14
20161,99.01
20163,102.11
20165,102.06
20167,101.62
20169,100.09
20171,102.85
20173,101.89
20175,110.43
20177,99.41
20179,100.18
20181,97.93
20183,99.12
20185,100.63
20187,105.19
20189,108.79
20191,103.91
20193,98.87
20195,101.82
20197,98.78
20199,98.64
20201,96.85
20203,102.04
20205,101.44
20207,99.66
20209,97.29
21001,87.26
21003,88.99
21005,87.17
21007,91.06
21009,88.32
21011,87.22
21013,84.9
21015,86.7
21017,86.11
21019,88.52
21021,86.11
21023,87.57
21025,87.55
21027,88.47
21029,88.12
21031,89.67
21033,90.41
21035,91.51
21037,87.01
21039,91.17
21041,87.17
21043,87.78
21045,86.5
21047,89.74
21049,85.98
21051,86.56
21053,86.67
21055,90.3
21057,87.51
21059,88.99
21061,89.19
21063,87.6
21065,87.03
21067,85.98
21069,87.12
21071,87.82
21073,86.77
21075,92.53
21077,87.19
21079,86.05
21081,87.17
21083,91.0
21085,89.44
21087,88.3
21089,88.09
21091,89.11
21093,88.07
21095,83.89
21097,87.31
21099,88.56
21101,89.2
21103,86.49
21105,91.35
21107,89.8
21109,86.76
21111,88.52
21113,85.95
21115,88.21
21117,86.74
21119,87.1
21121,86.25
21123,87.51
21125,86.4
21127,88.29
21129,87.53
21131,85.98
21133,85.44
21135,87.31
21137,85.91
21139,91.06
21141,89.2
21143,91.63
21145,91.44
21147,86.02
21149,89.02
21151,86.31
21153,87.82
21155,86.88
21157,91.81
21159,87.89
21161,87.57
21163,88.2
21165,86.76
21167,86.41
21169,87.53
21171,88.05
21173,86.31
21175,87.37
21177,89.58
21179,87.67
21181,87.12
21183,89.51
21185,87.6
21187,86.97
21189,87.64
21191,87.55
21193,86.97
21195,86.41
21197,86.7
21199,86.29
21201,87.91
21203,86.11
21205,87.06
21207,87.04
21209,86.34
21211,86.76
21213,88.63
21215,87.66
21217,87.24
21219,89.13
21221,91.24
21223,87.12
21225,89.26
21227,89.17
21229,86.9
21231,86.16
21233,89.65
21235,86.2
21237,87.21
21239,86.04
22001,100.71
22003,105.13
22005,101.93
22007,100.02
22009,105.73
22011,105.19
22013,104.18
22015,104.61
22017,106.41
22019,102.29
22021,103.46
22023,93.83
22025,104.2
22027,103.53
22029,104.77
22031,105.78
22033,103.53
22035,100.33
22037,102.43
22039,104.97
22041,102.09
22043,104.34
22045,93.11
22047,103.03
22049,103.08
22051,94.1
22053,101.44
22055,99.84
22057,93.67
22059,104.05
22061,103.39
22063,102.49
22065,101.71
22067,101.01
22069,103.68
22071,94.39
22073,103.71
22075,89.1
22077,105.04
22079,105.12
22081,104.32
22083,101.93
22085,104.5
22087,90.9
22089,98.26
22091,101.71
22093,100.47
22095,97.66
22097,103.69
22099,101.16
22101,92.59
22103,98.65
22105,101.77
22107,102.54
22109,89.42
22111,103.23
22113,95.11
22115,103.59
22117,100.08
22119,104.0
22121,103.62
22123,99.45
22125,103.53
22127,103.26
23001,83.41
23003,82.85
23005,78.57
23007,79.5
23009,75.67
23011,84.16
23013,67.68
23015,75.61
23017,80.85
23019,85.55
23021,82.76
23023,76.57
23025,81.14
23027,81.0
23029,78.37
23031,78.57
24001,85.44
24003,87.51
24005,86.23
24009,87.6
24011,89.29
24013,86.27
24015,88.0
24017,90.14
24019,84.76
24021,87.8
24023,79.9
24025,86.59
24027,87.51
24029,87.21
24031,88.39
24033,89.49
24035,86.94
24037,85.35
24039,85.1
24041,85.93
24043,87.8
24045,88.81
24047,82.47
24510,88.48
25001,75.47
25003,83.14
25005,82.78
25007,74.61
25009,81.21
25011,85.01
25013,86.72
25015,85.68
25017,88.02
25019,72.36
25021,87.03
25023,81.41
25025,83.41
25027,85.93
26001,65.61
26003,57.27
26005,69.35
26007,65.77
26009,78.49
26011,73.38
26013,75.52
26015,81.7
26017,79.95
26019,66.0
26021,69.46
26023,82.24
26025,82.42
26027,79.93
26029,66.92
26031,79.61
26033,75.42
26035,83.8
26037,82.6
26039,81.28
26041,71.69
26043,83.98
26045,81.63
26047,75.87
26049,82.63
26051,84.52
26053,71.89
26055,80.15
26057,83.43
26059,82.51
26061,69.69
26063,68.14
26065,82.09
26067,82.47
26069,65.37
26071,81.5
26073,83.93
26075,83.07
26077,81.9
26079,81.36
26081,82.17
26083,54.82
26085,83.19
26087,81.7
26089,61.61
26091,83.3
26093,81.73
26095,65.68
26097,75.56
26099,81.16
26101,67.77
26103,68.94
26105,66.51
26107,83.07
26109,82.0
26111,84.97
26113,82.31
26115,79.52
26117,83.16
26119,81.39
26121,67.77
26123,81.75
26125,82.81
26127,67.95
26129,82.69
26131,62.33
26133,82.33
26135,81.61
26137,79.36
26139,67.53
26141,65.25
26143,83.23
26145,83.5
26147,79.9
26149,82.35
26151,72.9
26153,74.46
26155,82.53
26157,80.91
26159,70.99
26161,83.08
26163,83.26
26165,81.57
27001,83.03
27003,84.58
27005,81.95
27007,82.2
27009,82.4
27011,85.33
27013,82.49
27015,82.53
27017,84.18
27019,82.72
27021,82.22
27023,83.41
27025,84.09
27027,83.07
27029,83.84
27031,65.57
27033,81.32
27035,83.44
27037,83.73
27039,80.69
27041,80.73
27043,81.63
27045,80.08
27047,81.37
27049,82.09
27051,82.53
27053,84.24
27055,82.04
27057,82.35
27059,83.5
27061,83.8
27063,81.93
27065,83.1
27067,82.04
27069,85.33
27071,85.98
27073,85.53
27075,74.64
27077,80.46
27079,82.4
27081,81.32
27083,82.58
27085,82.33
27087,82.67
27089,85.24
27091,82.04
27093,82.2
27095,82.22
27097,82.38
27099,79.99
27101,80.85
27103,82.51
27105,82.08
27107,84.09
27109,80.04
27111,81.14
27113,84.67
27115,84.02
27117,81.32
27119,85.15
27121,81.66
27123,85.21
27125,84.52
27127,81.81
27129,81.95
27131,82.13
27133,82.36
27135,85.6
27137,82.89
27139,83.03
27141,83.68
27143,82.2
27145,82.13
27147,80.85
27149,83.32
27151,83.53
27153,81.34
27155,84.52
27157,81.64
27159,81.86
27161,81.59
27163,84.22
27165,82.27
27167,83.59
27169,81.27
27171,82.83
27173,84.06
28001,102.04
28003,91.42
28005,99.37
28007,93.36
28009,92.71
28011,97.48
28013,93.4
28015,93.81
28017,93.0
28019,92.82
28021,100.27
28023,93.65
28025,94.64
28027,96.08
28029,98.31
28031,94.75
28033,95.79
28035,94.91
28037,98.67
28039,94.96
28041,94.3
28043,94.48
28045,98.98
28047,95.58
28049,98.73
28051,94.33
28053,96.62
28055,100.42
28057,92.41
28059,93.72
28061,93.4
28063,99.3
28065,95.25
28067,93.79
28069,93.63
28071,94.08
28073,95.23
28075,92.89
28077,96.3
28079,93.97
28081,92.61
28083,95.05
28085,96.94
28087,94.98
28089,95.31
28091,96.31
28093,94.33
28095,93.72
28097,93.2
28099,92.97
28101,93.22
28103,94.66
28105,94.96
28107,94.86
28109,98.67
28111,94.62
28113,98.15
28115,92.84
28117,91.96
28119,95.56
28121,95.97
28123,94.3
28125,99.66
28127,96.26
28129,93.79
28131,95.94
28133,96.06
28135,94.28
28137,94.98
28139,92.26
28141,91.27
28143,96.35
28145,93.06
28147,97.56
28149,100.22
28151,98.38
28153,93.85
28155,92.84
28157,102.54
28159,93.22
28161,94.41
28163,96.26
29001,90.09
29003,94.59
29005,93.0
29007,89.96
29009,97.16
29011,98.94
29013,98.46
29015,95.14
29017,90.88
29019,92.5
29021,96.19
29023,93.58
29025,95.97
29027,91.69
29029,94.06
29031,90.64
29033,94.93
29035,92.61
29037,98.13
29039,96.42
29041,93.13
29043,93.36
29045,89.47
29047,97.11
29049,96.24
29051,93.52
29053,94.37
29055,91.51
29057,97.2
29059,94.32
29061,93.74
29063,94.98
29065,91.17
29067,92.03
29069,94.82
29071,91.44
29073,91.17
29075,94.05
29077,95.18
29079,92.93
29081,93.16
29083,97.41
29085,94.73
29087,93.74
29089,93.24
29091,93.09
29093,90.14
29095,97.27
29097,99.52
29099,91.53
29101,97.66
29103,89.87
29105,92.66
29107,96.98
29109,97.36
29111,90.39
29113,91.36
29115,92.12
29117,93.42
29119,99.77
29121,91.35
29123,89.89
29125,92.82
29127,91.18
29129,92.37
29131,94.37
29133,93.11
29135,95.0
29137,90.54
29139,90.55
29141,95.09
29143,93.99
29145,99.54
29147,93.7
29149,93.78
29151,92.5
29153,92.57
29155,94.91
29157,90.46
29159,96.66
29161,92.19
29163,91.31
29165,97.05
29167,96.49
29169,92.75
29171,92.01
29173,91.49
29175,91.62
29177,96.4
29179,91.18
29181,94.1
29183,92.37
29185,96.3
29186,90.32
29187,89.71
29189,93.58
29195,94.87
29197,90.12
29199,89.83
29201,92.19
29203,92.34
29205,90.68
29207,92.66
29209,95.72
29211,92.17
29213,94.03
29215,91.49
29217,98.58
29219,91.54
29221,90.61
29223,92.28
29225,92.25
29227,93.79
29229,91.47
29510,94.98
30001,79.92
30003,91.33
30005,89.1
30007,85.42
30009,85.44
30011,91.58
30013,85.37
30015,89.46
30017,94.68
30019,86.45
30021,94.12
30023,78.13
30025,90.79
30027,89.15
30029,77.0
30031,80.1
30033,95.25
30035,77.02
30037,86.32
30039,79.38
30041,88.38
30043,82.02
30045,82.54
30047,82.56
30049,78.06
30051,86.83
30053,79.83
30055,96.3
30057,81.32
30059,80.26
30061,81.46
30063,81.79
30065,89.06
30067,76.75
30069,93.61
30071,92.77
30073,80.55
30075,93.56
30077,78.76
30079,96.37
30081,81.57
30083,91.31
30085,90.48
30087,93.96
30089,82.94
30091,87.96
30093,80.85
30095,85.5
30097,83.16
30099,80.74
30101,82.67
30103,92.86
30105,94.01
30107,84.24
30109,89.04
30111,92.23
31001,94.01
31003,86.27
31005,91.81
31007,92.68
31009,91.35
31011,86.32
31013,94.71
31015,88.63
31017,90.45
31019,91.69
31021,89.74
31023,89.51
31025,93.56
31027,86.32
31029,95.31
31031,92.35
31033,94.8
31035,93.85
31037,88.41
31039,87.15
31041,90.79
31043,86.59
31045,95.68
31047,92.91
31049,95.05
31051,85.51
31053,89.83
31055,93.09
31057,97.07
31059,92.98
31061,97.11
31063,95.92
31065,99.93
31067,95.25
31069,93.61
31071,87.76
31073,96.33
31075,92.26
31077,87.31
31079,91.24
31081,90.34
31083,98.04
31085,94.96
31087,97.48
31089,87.85
31091,90.88
31093,88.74
31095,95.14
31097,94.87
31099,95.5
31101,93.43
31103,89.24
31105,93.16
31107,88.74
31109,93.6
31111,92.34
31113,90.68
31115,89.44
31117,90.9
31119,85.71
31121,87.87
31123,94.3
31125,86.59
31127,93.42
31129,96.64
31131,93.38
31133,95.7
31135,93.72
31137,96.12
31139,85.78
31141,86.65
31143,87.31
31145,98.74
31147,94.91
31149,88.7
31151,93.29
31153,93.56
31155,92.34
31157,94.05
31159,90.63
31161,93.87
31163,90.0
31165,92.16
31167,86.41
31169,95.56
31171,91.09
31173,86.92
31175,88.63
31177,91.6
31179,85.55
31181,96.93
31183,86.25
31185,89.74
32001,98.35
32003,108.25
32005,91.04
32007,90.97
32009,96.55
32011,92.55
32013,94.41
32015,92.61
32017,98.96
32019,96.1
32021,94.57
32023,95.63
32027,96.75
32029,95.68
32031,92.68
32033,90.82
32510,92.5
33001,84.49
33003,82.4
33005,83.64
33007,80.24
33009,81.72
33011,86.32
33013,84.85
33015,83.75
33017,84.0
33019,83.44
34001,84.34
34003,87.28
34005,89.24
34007,90.84
34009,81.07
34011,85.41
34013,88.34
34015,89.82
34017,88.38
34019,87.24
34021,89.71
34023,88.81
34025,84.78
34027,85.35
34029,83.79
34031,85.64
34033,87.75
34035,88.14
34037,84.67
34039,88.79
34041,85.82
35001,96.1
35003,83.66
35005,102.22
35006,86.31
35007,88.36
35009,102.42
35011,103.14
35013,102.09
35015,103.24
35017,91.33
35019,101.16
35021,101.34
35023,96.98
35025,102.83
35027,95.7
35028,88.38
35029,99.37
35031,86.18
35033,90.79
35035,97.07
35037,103.78
35039,86.47
35041,102.52
35043,90.86
35045,92.21
35047,97.0
35049,92.41
35051,96.06
35053,93.25
35055,83.59
35057,94.24
35059,98.6
35061,97.86
36001,84.85
36003,82.38
36005,87.98
36007,81.14
36009,81.68
36011,81.01
36013,78.49
36015,82.02
36017,79.77
36019,84.72
36021,85.44
36023,79.45
36025,79.36
36027,86.32
36029,81.95
36031,79.27
36033,82.13
36035,81.09
36037,84.97
36039,80.94
36041,76.78
36043,79.86
36045,81.0
36047,85.42
36049,82.31
36051,84.58
36053,81.55
36055,73.58
36057,84.33
36059,81.72
36061,88.45
36063,76.21
36065,82.09
36067,83.97
36069,83.98
36071,84.81
36073,76.01
36075,80.94
36077,79.68
36079,85.66
36081,81.91
36083,84.2
36085,85.93
36087,86.56
36089,84.72
36091,85.23
36093,85.8
36095,81.34
36097,82.49
36099,84.09
36101,81.61
36103,79.75
36105,81.77
36107,81.59
36109,81.36
36111,81.61
36113,82.02
36115,85.14
36117,75.15
36119,86.81
36121,82.98
36123,83.84
37001,89.98
37003,86.11
37005,82.33
37007,89.96
37009,79.74
37011,78.17
37013,88.09
37015,89.6
37017,91.47
37019,87.06
37021,81.64
37023,86.05
37025,89.58
37027,85.66
37029,85.75
37031,83.12
37033,89.78
37035,87.35
37037,90.64
37039,83.21
37041,88.14
37043,81.64
37045,88.36
37047,90.73
37049,88.3
37051,92.77
37053,81.61
37055,81.77
37057,89.47
37059,89.1
37061,89.35
37063,91.29
37065,90.37
37067,88.9
37069,91.18
37071,89.13
37073,88.81
37075,80.51
37077,90.64
37079,89.82
37081,89.13
37083,91.02
37085,91.87
37087,78.13
37089,83.8
37091,89.62
37093,91.47
37095,83.34
37097,88.3
37099,80.04
37101,92.1
37103,88.68
37105,91.29
37107,89.2
37109,88.32
37111,84.11
37113,81.34
37115,80.47
37117,89.15
37119,89.67
37121,79.07
37123,89.44
37125,90.43
37127,91.45
37129,84.83
37131,90.28
37133,87.62
37135,90.14
37137,85.19
37139,85.66
37141,88.12
37143,86.05
37145,90.16
37147,89.74
37149,87.71
37151,89.56
37153,90.18
37155,92.52
37157,89.15
37159,89.37
37161,87.53
37163,90.54
37165,91.4
37167,89.29
37169,88.52
37171,87.78
37173,79.39
37175,82.49
37177,86.11
37179,89.38
37181,90.77
37183,92.05
37185,90.95
37187,88.12
37189,78.87
37191,91.13
37193,86.63
37195,91.42
37197,88.56
37199,79.34
38001,89.29
38003,82.42
38005,83.5
38007,86.7
38009,82.0
38011,88.68
38013,82.96
38015,88.48
38017,83.59
38019,83.88
38021,85.87
38023,84.79
38025,85.06
38027,84.65
38029,89.65
38031,83.82
38033,87.66
38035,84.4
38037,91.67
38039,82.89
38041,88.79
38043,86.68
38045,84.38
38047,85.37
38049,84.9
38051,87.01
38053,87.24
38055,84.18
38057,85.48
38059,90.63
38061,82.9
38063,82.9
38065,87.73
38067,85.06
38069,85.06
38071,83.82
38073,84.29
38075,84.65
38077,84.22
38079,81.21
38081,83.89
