FIPS,T2
1001,91.33
1003,88.9
1005,90.25
1007,90.97
1009,87.73
1011,90.28
1013,89.28
1015,88.5
1017,87.3
1019,87.96
1021,90.25
1023,89.31
1025,89.55
1027,87.04
1029,86.95
1031,90.68
1033,90.14
1035,90.23
1037,88.66
1039,89.53
1041,89.82
1043,87.37
1045,90.68
1047,90.97
1049,85.6
1051,90.27
1053,89.28
1055,87.91
1057,89.82
1059,89.55
1061,91.17
1063,93.18
1065,92.32
1067,90.68
1069,90.9
1071,86.63
1073,89.73
1075,90.39
1077,90.3
1079,88.3
1081,88.29
1083,87.87
1085,90.37
1087,90.37
1089,87.01
1091,89.42
1093,89.46
1095,86.99
1097,88.61
1099,89.65
1101,91.24
1103,87.93
1105,91.49
1107,91.26
1109,90.34
1111,86.61
1113,90.68
1115,88.56
1117,90.19
1119,89.64
1121,89.94
1123,88.27
1125,91.38
1127,89.69
1129,90.05
1131,89.15
1133,88.41
4001,87.15
4003,91.96
4005,90.18
4007,92.71
4009,92.93
4011,88.14
4012,110.79
4013,108.43
4015,100.24
4017,89.4
4019,102.97
4021,105.04
4023,92.52
4025,95.56
4027,110.75
5001,92.07
5003,90.77
5005,91.76
5007,92.32
5009,91.4
5011,90.68
5013,90.95
5015,90.75
5017,90.91
5019,92.89
5021,90.59
5023,90.93
5025,92.12
5027,92.8
5029,93.47
5031,89.78
5033,92.35
5035,92.14
5037,90.01
5039,91.78
5041,93.65
5043,90.59
5045,93.51
5047,93.02
5049,91.27
5051,91.33
5053,93.13
5055,90.21
5057,92.5
5059,92.48
5061,91.96
5063,91.69
5065,91.31
5067,90.05
5069,92.34
5071,91.54
5073,94.05
5075,91.69
5077,93.22
5079,92.62
5081,94.39
5083,93.42
5085,90.99
5087,88.92
5089,91.9
5091,94.75
5093,89.92
5095,91.58
5097,90.61
5099,91.71
5101,88.54
5103,90.93
5105,92.64
5107,92.21
5109,91.65
5111,89.8
5113,90.45
5115,91.78
5117,89.94
5119,92.1
5121,91.53
5123,91.11
5125,91.67
5127,92.01
5129,89.98
5131,94.71
5133,92.79
5135,91.33
5137,90.46
5139,90.77
5141,90.63
5143,91.53
5145,91.13
5147,88.92
5149,93.51
6001,106.79
6003,82.11
6005,103.37
6007,110.43
6009,104.45
6011,113.04
6013,110.77
6015,91.47
6017,96.85
6019,100.44
6021,110.86
6023,95.59
6025,112.15
6027,99.46
6029,105.91
6031,114.6
6033,105.31
6035,92.41
6037,95.31
6039,101.95
6041,91.53
6043,98.67
6045,100.22
6047,114.28
6049,94.12
6051,82.26
6053,103.01
6055,110.59
6057,98.28
6059,95.29
6061,99.03
6063,92.64
6065,106.3
6067,115.66
6069,107.17
6071,105.06
6073,97.59
6075,82.18
6077,115.16
6079,103.01
6081,96.21
6083,91.38
6085,109.56
6087,99.23
6089,103.24
6091,90.86
6093,95.63
6095,114.15
6097,104.4
6099,113.56
6101,117.37
6103,106.61
6105,97.75
6107,96.22
6109,89.96
6111,94.93
6113,114.8
6115,112.89
8001,96.94
8003,84.36
8005,95.14
8007,80.06
8009,93.67
8011,97.2
8013,86.7
8014,97.83
8015,73.87
8017,94.37
8019,71.01
8021,75.49
8023,77.72
8025,97.0
8027,78.26
8029,86.97
8031,96.49
8033,79.7
8035,89.01
8037,76.95
8039,92.23
8041,90.12
8043,86.61
8045,83.37
8047,76.62
8049,75.51
8051,74.77
8053,67.21
8055,84.2
8057,76.71
8059,88.27
8061,95.72
8063,95.7
8065,67.44
8067,80.08
8069,84.11
8071,89.92
8073,94.06
8075,100.45
8077,87.6
8079,69.42
8081,87.19
8083,86.07
8085,86.79
8087,99.77
8089,97.23
8091,76.62
8093,75.61
8095,100.92
8097,72.3
8099,96.3
8101,94.98
8103,85.17
8105,75.97
8107,79.88
8109,77.18
8111,64.47
8113,81.97
8115,101.34
8117,69.76
8119,78.3
8121,97.95
8123,98.44
8125,100.06
9001,78.71
9003,78.89
9005,75.63
9007,77.5
9009,77.4
9011,77.04
9013,77.74
9015,78.39
10001,80.85
10003,82.4
10005,81.72
11001,86.04
12001,96.01
12003,94.41
12005,90.05
12007,95.38
12009,90.52
12011,94.26
12013,90.64
12015,93.65
12017,91.44
12019,95.09
12021,94.8
12023,95.72
12027,96.48
12029,91.69
12031,93.51
12033,88.16
12035,93.33
12037,88.65
12039,91.15
12041,95.07
12043,95.31
12045,90.01
12047,94.68
12049,96.17
12051,96.4
12053,91.96
12055,95.74
12057,94.41
12059,89.55
12061,91.31
12063,91.06
12065,91.99
12067,94.5
12069,95.63
12071,91.53
12073,91.78
12075,92.23
12077,90.97
12079,93.74
12081,93.51
12083,95.38
12085,90.43
12086,94.05
12087,88.48
12089,92.46
12091,89.47
12093,94.33
12095,95.05
12097,95.7
12099,91.94
12101,93.85
12103,88.57
12105,96.98
12107,95.41
12109,92.52
12111,90.72
12113,89.64
12115,90.88
12117,94.21
12119,96.04
12121,95.34
12123,91.53
12125,95.49
12127,92.01
12129,89.73
12131,89.78
12133,91.26
13001,93.54
13003,94.24
13005,93.96
13007,91.11
13009,88.79
13011,85.33
13013,85.39
13015,86.59
13017,91.47
13019,93.56
13021,88.7
13023,90.86
13025,93.18
13027,93.31
13029,92.03
13031,92.89
13033,92.79
13035,87.21
13037,90.66
13039,92.25
13043,93.4
13045,86.07
13047,87.28
13049,93.51
13051,88.66
13053,89.35
13055,87.42
13057,85.66
13059,86.85
13061,90.45
13063,86.79
13065,94.19
13067,85.75
13069,93.6
13071,90.14
13073,90.03
13075,93.24
13077,86.59
13079,88.09
13081,89.47
13083,85.62
13085,84.18
13087,91.13
13089,86.38
13091,91.22
13093,89.6
13095,90.88
13097,85.91
13099,90.52
13101,94.53
13103,92.44
13105,87.13
13107,92.66
13109,93.09
13111,81.68
13113,86.5
13115,87.66
13117,85.51
13119,85.73
13121,86.34
13123,83.08
13125,89.8
13127,91.11
13129,86.97
13131,90.54
13133,88.43
13135,85.21
13137,83.39
13139,84.85
13141,89.02
13143,85.5
13145,87.3
13147,86.07
13149,86.56
13151,86.74
13153,89.46
13155,91.06
13157,85.64
13159,87.8
13161,93.33
13163,91.42
13165,93.02
13167,91.47
13169,88.48
13171,86.7
13173,94.12
13175,91.35
13177,90.03
13179,90.7
13181,89.31
13183,92.08
13185,94.39
13187,83.43
13189,89.78
13191,90.84
13193,89.49
13195,86.36
13197,88.54
13199,86.43
13201,90.72
13205,90.16
13207,87.85
13209,93.38
13211,87.55
13213,84.97
13215,89.13
13217,87.28
13219,86.81
13221,87.6
13223,85.17
13225,88.93
13227,84.7
13229,93.74
13231,86.49
13233,86.23
13235,90.86
13237,89.06
13239,90.48
13241,80.33
13243,89.83
13245,91.0
13247,87.03
13249,89.2
13251,92.61
13253,91.08
13255,86.49
13257,85.24
13259,89.67
13261,89.73
13263,87.26
13265,89.44
13267,93.38
13269,88.16
13271,92.34
13273,90.32
13275,91.15
13277,90.52
13279,93.9
13281,80.4
13283,92.41
13285,87.15
13287,89.02
13289,90.25
13291,81.68
13293,87.03
13295,86.56
13297,86.58
13299,93.94
13301,89.26
13303,90.3
13305,93.04
13307,89.51
13309,92.93
13311,82.78
13313,86.95
13315,90.14
13317,88.95
13319,90.25
13321,89.31
16001,101.97
16003,92.3
16005,90.61
16007,85.6
16009,95.05
16011,92.68
16013,88.72
16015,90.55
16017,92.98
16019,87.67
16021,89.46
16023,89.17
16025,88.34
16027,105.69
16029,86.47
16031,92.86
16033,86.65
16035,93.07
16037,82.11
16039,94.55
16041,89.71
16043,87.58
16045,98.31
16047,99.27
16049,89.78
16051,94.39
16053,100.65
16055,96.06
16057,96.55
16059,84.65
16061,96.39
16063,97.41
16065,90.9
16067,97.43
16069,99.7
16071,91.18
16073,94.66
16075,103.98
16077,93.02
16079,89.65
16081,85.32
16083,95.72
16085,85.93
16087,97.74
17001,89.2
17003,91.96
17005,85.48
17007,79.5
17009,87.87
17011,83.08
17013,88.2
17015,82.38
17017,87.73
17019,84.15
17021,86.23
17023,85.14
17025,84.96
17027,84.88
17029,84.6
17031,70.81
17033,85.06
17035,85.01
17037,80.19
17039,84.99
17041,84.63
17043,81.77
17045,84.74
17047,85.59
17049,85.12
17051,85.32
17053,83.37
17055,87.17
17057,86.61
17059,89.02
17061,88.3
17063,82.45
17065,87.49
17067,88.07
17069,89.49
17071,86.99
17073,84.65
17075,83.08
17077,88.14
17079,84.97
17081,85.33
17083,87.24
17085,82.49
17087,90.52
17089,80.67
17091,81.66
17093,81.28
17095,84.88
17097,66.97
17099,82.58
17101,84.69
17103,81.63
17105,83.23
17107,86.45
17109,87.28
17111,79.5
17113,83.8
17115,86.09
17117,86.88
17119,86.27
17121,84.9
17123,84.04
17125,87.15
17127,90.81
17129,87.33
17131,86.05
17133,85.98
17135,85.78
17137,87.78
17139,85.32
17141,80.55
17143,84.85
17145,85.84
17147,84.94
17149,89.22
17151,89.8
17153,91.65
17155,83.5
17157,86.77
17159,84.99
17161,86.16
17163,85.98
17165,89.15
17167,87.42
17169,87.53
17171,88.39
17173,85.24
17175,84.2
17177,80.51
17179,85.21
17181,90.66
17183,83.95
17185,85.84
17187,85.71
17189,84.4
17191,85.77
17193,87.6
17195,83.3
17197,81.7
17199,88.41
17201,80.22
17203,83.57
18001,79.43
18003,79.07
18005,82.38
18007,82.53
18009,79.0
18011,81.12
18013,82.99
18015,81.82
18017,81.37
18019,84.54
18021,83.66
18023,81.61
18025,84.74
18027,84.2
18029,82.76
18031,81.59
18033,77.81
18035,79.84
18037,84.9
18039,79.07
18041,81.18
18043,84.58
18045,84.04
18047,82.0
18049,80.22
18051,85.95
