FIPS,T2
12065,90.88
12067,92.39
12069,92.7
12071,91.51
12073,91.2
12075,90.18
12077,89.94
12079,91.8
12081,93.04
12083,92.34
12085,92.25
12086,94.32
12087,88.74
12089,93.04
12091,89.2
12093,95.09
12095,93.0
12097,95.38
12099,93.34
12101,90.18
12103,89.01
12105,94.26
12107,92.62
12109,91.78
12111,93.76
12113,89.15
12115,92.05
12117,92.86
12119,92.37
12121,92.46
12123,88.88
12125,92.79
12127,89.53
12129,88.74
12131,89.2
12133,91.29
13001,91.63
13003,91.63
13005,92.3
13007,91.44
13009,89.13
13011,88.18
13013,87.57
13015,85.57
13017,91.74
13019,91.29
13021,89.24
13023,91.0
13025,92.5
13027,91.36
13029,91.81
13031,91.72
13033,91.65
13035,85.96
13037,91.38
13039,92.75
13043,92.1
13045,84.51
13047,85.55
13049,92.53
13051,91.92
13053,88.25
13055,85.84
13057,84.72
13059,87.55
13061,90.5
13063,86.29
13065,91.96
13067,86.5
13069,91.9
13071,90.84
13073,89.98
13075,91.33
13077,85.64
13079,88.74
13081,90.82
13083,82.94
13085,83.84
13087,91.85
13089,85.96
13091,91.4
13093,90.54
13095,92.08
13097,84.92
13099,91.02
13101,92.12
13103,92.61
13105,87.87
13107,91.76
13109,92.34
13111,79.45
13113,86.5
13115,86.11
13117,85.86
13119,88.29
13121,85.24
13123,80.92
13125,89.55
13127,91.85
13129,85.35
13131,91.85
13133,88.36
13135,86.36
13137,85.42
13139,86.88
13141,88.57
13143,85.12
13145,87.6
13147,88.23
13149,84.16
13151,85.77
13153,91.24
13155,91.17
13157,87.6
13159,87.28
13161,91.58
13163,90.7
13165,91.96
13167,90.91
13169,88.47
13171,85.87
13173,91.8
13175,91.06
13177,91.4
13179,91.62
13181,89.78
13183,91.83
13185,91.78
13187,82.81
13189,89.67
13191,91.96
13193,90.19
13195,87.67
13197,88.59
13199,86.0
13201,91.06
13205,91.08
13207,87.78
13209,91.65
13211,87.44
13213,83.59
13215,89.2
13217,85.86
13219,87.76
13221,87.93
13223,85.69
13225,90.14
13227,83.62
13229,92.48
13231,85.14
13233,84.9
13235,90.84
13237,88.12
13239,89.49
13241,81.34
13243,89.78
13245,90.68
13247,85.89
13249,90.07
13251,91.04
13253,91.56
13255,85.71
13257,87.57
13259,88.68
13261,90.9
13263,87.19
13265,88.3
13267,92.03
13269,89.19
13271,91.99
13273,90.61
13275,91.71
13277,90.7
13279,91.69
13281,79.2
13283,91.47
13285,86.4
13287,91.4
13289,90.7
13291,79.36
13293,86.67
13295,84.76
13297,86.9
13299,92.07
13301,89.15
13303,89.74
13305,92.39
13307,89.24
13309,91.72
13311,83.5
13313,85.46
13315,91.53
13317,89.11
13319,90.61
13321,91.36
16001,103.64
16003,92.32
16005,95.25
16007,88.86
16009,89.87
16011,97.16
16013,90.57
16015,92.01
16017,86.81
16019,91.54
16021,85.12
16023,91.38
16025,90.27
16027,106.54
16029,90.43
16031,96.26
16033,87.87
16035,88.81
16037,83.91
16039,97.84
16041,93.78
16043,90.81
16045,100.06
16047,103.06
16049,88.48
16051,98.31
16053,103.95
16055,90.59
16057,92.73
16059,87.13
16061,92.82
16063,100.49
16065,95.25
16067,101.5
16069,96.94
16071,95.18
16073,98.51
16075,106.2
16077,97.23
16079,83.62
16081,89.49
16083,100.11
16085,85.35
16087,99.43
17001,89.51
17003,89.47
17005,90.82
17007,87.75
17009,88.12
17011,89.11
17013,89.8
17015,90.95
17017,89.17
17019,88.88
17021,89.13
17023,88.3
17025,90.28
17027,92.46
17029,89.04
17031,81.28
17033,86.9
17035,89.6
17037,87.62
17039,88.88
17041,88.97
17043,88.0
17045,88.75
17047,86.5
17049,90.59
17051,91.09
17053,88.86
17055,89.83
17057,89.33
17059,87.53
17061,89.35
17063,88.25
17065,88.54
17067,90.25
17069,87.94
17071,90.46
17073,90.1
17075,88.99
17077,90.75
17079,90.01
17081,90.93
17083,90.18
17085,89.69
17087,87.96
17089,87.91
17091,87.04
17093,87.39
17095,89.1
17097,77.79
17099,88.2
17101,85.89
17103,88.54
17105,88.57
17107,89.11
17109,89.55
17111,87.53
17113,88.12
17115,88.84
17117,88.68
17119,90.99
17121,91.67
17123,88.54
17125,89.74
17127,89.44
17129,89.2
17131,90.1
17133,92.73
17135,89.02
17137,88.0
17139,89.24
17141,89.31
17143,89.02
17145,91.71
17147,89.26
17149,87.6
17151,87.91
17153,89.58
17155,88.07
17157,92.59
17159,88.68
17161,90.95
17163,93.02
17165,87.67
17167,88.72
17169,89.73
17171,87.15
17173,90.0
17175,88.63
17177,90.14
17179,88.48
17181,88.18
17183,89.15
17185,85.95
17187,89.64
17189,92.75
17191,89.04
17193,87.66
17195,90.25
17197,87.12
17199,87.94
17201,89.15
17203,88.02
18001,86.83
18003,86.88
18005,85.41
18007,89.65
18009,86.47
18011,87.55
18013,86.43
18015,89.91
18017,89.06
18019,84.04
18021,86.7
18023,88.21
18025,84.16
18027,85.12
18029,83.8
18031,83.52
18033,85.57
18035,86.29
18037,85.39
18039,85.48
18041,84.65
18043,83.59
18045,90.45
18047,83.77
18049,88.14
18051,85.51
18053,87.13
18055,84.67
18057,87.98
18059,86.92
18061,84.06
18063,87.42
18065,85.17
18067,88.38
18069,86.76
18071,83.57
18073,88.7
18075,86.34
18077,83.82
18079,83.39
18081,87.49
18083,85.28
18085,86.49
18087,85.08
18089,84.94
18091,85.64
18093,84.4
18095,86.54
18097,89.31
18099,86.83
18101,84.88
18103,88.03
18105,85.6
18107,88.45
18109,86.74
18111,88.57
18113,85.71
18115,83.98
18117,84.33
18119,85.32
18121,88.88
18123,85.14
18125,85.44
18127,84.94
18129,86.72
18131,88.65
18133,87.08
18135,84.24
18137,83.89
18139,85.05
18141,86.13
18143,84.16
18145,86.27
18147,86.14
18149,88.03
18151,84.78
18153,85.21
18155,83.88
18157,89.64
18159,88.2
18161,84.18
18163,86.31
18165,89.85
18167,87.78
18169,87.49
18171,90.28
18173,85.84
18175,83.84
18177,84.76
18179,86.63
18181,90.14
18183,86.45
19001,91.42
19003,91.51
19005,90.41
19007,91.98
19009,92.55
19011,91.74
19013,92.28
19015,94.06
19017,92.35
19019,90.1
19021,95.97
19023,93.78
19025,95.13
19027,94.26
19029,91.92
19031,92.82
19033,93.29
19035,97.11
19037,92.61
19039,91.76
19041,96.89
19043,89.29
19045,91.58
19047,94.64
19049,93.63
19051,91.09
19053,91.15
19055,89.28
19057,89.87
19059,97.12
19061,88.84
19063,96.85
19065,90.57
19067,93.52
19069,93.31
19071,95.36
19073,94.57
19075,93.11
19077,93.06
19079,93.54
19081,94.41
19083,92.98
19085,95.72
19087,90.68
19089,92.46
19091,95.4
19093,95.79
19095,91.4
19097,89.87
19099,92.88
19101,92.25
19103,92.41
19105,89.89
19107,93.2
19109,95.94
19111,90.01
19113,90.82
19115,91.74
19117,91.94
19119,99.77
19121,92.62
19123,92.8
19125,92.52
19127,92.98
19129,95.09
19131,93.07
19133,97.21
19135,92.8
19137,93.07
19139,93.94
19141,97.75
19143,98.01
19145,93.56
19147,96.42
19149,98.91
19151,95.9
19153,93.65
19155,94.06
19157,92.03
19159,90.68
19161,95.31
19163,92.44
19165,93.47
19167,99.23
19169,93.54
19171,92.5
19173,91.58
19175,90.99
19177,90.1
19179,93.51
19181,93.06
19183,93.74
19185,91.98
19187,94.57
19189,94.75
19191,91.58
19193,97.88
19195,93.54
19197,94.03
20001,95.7
20003,95.43
20005,93.76
20007,96.82
20009,96.46
20011,95.31
20013,93.97
20015,97.47
20017,95.77
20019,97.48
20021,93.87
20023,102.27
20025,97.05
20027,96.03
20029,97.05
20031,95.54
20033,97.09
20035,97.66
20037,94.77
20039,101.17
20041,95.81
20043,92.86
20045,94.19
20047,96.22
20049,97.88
20051,98.85
20053,96.04
20055,98.92
20057,96.35
20059,95.43
20061,95.25
20063,99.59
20065,100.02
20067,99.75
20069,97.29
20071,99.66
20073,97.29
20075,99.84
20077,97.32
20079,95.36
20081,98.33
20083,97.45
20085,94.3
20087,94.28
20089,98.62
20091,93.52
20093,100.04
20095,95.52
20097,96.13
20099,95.85
20101,98.37
20103,94.46
20105,97.86
20107,94.95
20109,99.79
20111,96.62
20113,95.29
20115,94.71
20117,95.16
20119,97.12
20121,93.94
20123,98.47
20125,97.84
20127,94.39
20129,99.32
20131,94.48
20133,96.69
20135,98.38
20137,100.96
20139,94.26
20141,99.52
20143,96.93
20145,96.75
20147,101.01
20149,94.75
20151,95.36
20153,101.1
20155,95.38
20157,97.32
20159,95.22
20161,95.43
20163,100.02
20165,97.83
20167,98.28
20169,96.37
20171,99.41
20173,96.57
20175,98.17
20177,94.44
20179,99.9
20181,100.58
20183,100.09
20185,95.38
20187,99.63
20189,98.89
20191,98.42
20193,99.66
20195,99.18
20197,94.42
20199,100.11
20201,96.19
20203,99.64
20205,98.44
20207,96.55
20209,94.21
21001,83.55
21003,85.93
21005,83.53
21007,90.18
21009,84.65
21011,82.53
21013,80.2
21015,83.89
21017,82.11
21019,82.31
21021,83.05
21023,83.44
21025,82.26
21027,85.51
21029,84.4
21031,87.12
21033,88.97
21035,88.63
21037,84.16
21039,89.53
21041,84.13
21043,81.46
21045,83.28
21047,88.75
21049,82.47
21051,82.74
21053,84.16
21055,88.7
21057,84.52
21059,86.77
21061,85.15
21063,81.34
21065,82.89
21067,82.67
21069,81.82
21071,82.27
21073,83.59
21075,89.71
21077,84.24
21079,83.1
21081,83.75
21083,89.17
21085,85.75
21087,84.58
21089,82.04
21091,86.4
21093,84.36
21095,78.82
21097,83.25
21099,84.47
21101,86.58
21103,83.25
21105,89.83
21107,89.02
21109,82.44
21111,84.25
21113,83.19
21115,82.13
21117,83.91
21119,81.48
21121,82.27
21123,84.81
21125,82.85
21127,82.22
21129,82.63
21131,81.73
21133,79.99
21135,81.43
21137,82.96
21139,88.99
21141,86.86
21143,89.1
21145,89.26
21147,82.63
21149,87.57
21151,83.1
21153,81.66
21155,83.98
21157,88.84
21159,82.13
21161,82.36
21163,84.49
21165,82.0
21167,83.01
21169,84.07
21171,85.12
21173,82.33
21175,81.63
21177,87.98
21179,84.49
21181,82.8
21183,87.1
21185,83.79
21187,83.97
21189,82.74
21191,84.06
21193,81.91
21195,81.93
21197,82.62
21199,82.98
21201,83.34
21203,82.76
21205,81.34
21207,84.02
21209,82.92
21211,83.28
21213,86.85
21215,84.31
21217,83.93
21219,88.03
21221,88.7
21223,83.64
21225,87.69
21227,86.49
21229,84.04
21231,83.14
21233,88.12
21235,82.29
21237,81.93
21239,83.08
22001,90.36
22003,91.42
22005,88.79
22007,88.81
22009,90.16
22011,92.12
22013,91.83
22015,93.06
22017,93.4
22019,91.63
22021,90.61
22023,88.45
22025,88.68
22027,91.38
22029,89.02
22031,93.0
22033,90.81
22035,90.63
22037,90.86
22039,90.63
22041,89.22
22043,90.59
22045,87.48
22047,89.71
22049,90.3
22051,85.6
22053,90.37
22055,90.05
22057,85.6
22059,88.88
22061,91.13
22063,89.64
22065,90.63
22067,90.57
22069,91.09
22071,85.87
22073,90.19
22075,85.41
22077,90.81
22079,89.87
22081,92.41
22083,90.59
22085,91.58
22087,84.78
22089,86.95
22091,91.15
22093,88.45
22095,87.03
22097,91.02
22099,89.74
22101,86.85
22103,87.49
22105,89.44
22107,89.28
22109,85.91
22111,89.96
22113,89.08
22115,90.86
22117,90.63
22119,92.93
22121,90.32
22123,91.11
22125,90.5
22127,90.52
23001,82.11
23003,78.12
23005,78.19
23007,77.76
23009,73.74
23011,81.59
23013,68.49
23015,75.0
23017,79.43
23019,79.7
23021,78.03
23023,76.06
23025,78.03
23027,77.86
23029,75.22
23031,79.39
24001,84.83
24003,89.58
24005,87.98
24009,87.91
24011,88.88
24013,87.89
24015,86.94
24017,89.8
24019,86.61
24021,88.83
24023,78.35
24025,87.49
24027,89.28
24029,87.04
24031,90.03
24033,90.57
24035,86.67
24037,86.02
24039,84.69
24041,86.59
24043,88.03
24045,88.74
24047,83.77
24510,90.34
25001,75.56
25003,78.06
25005,83.61
25007,75.6
25009,81.19
25011,82.81
25013,82.74
25015,82.33
25017,85.62
25019,74.57
25021,84.36
25023,80.33
25025,82.36
25027,82.56
26001,76.06
26003,66.85
26005,77.11
26007,74.52
26009,81.32
26011,83.5
26013,80.53
26015,85.44
26017,86.2
26019,73.63
26021,78.51
26023,84.78
26025,85.41
26027,85.08
26029,73.54
26031,82.51
26033,75.58
26035,85.71
26037,86.9
26039,81.95
26041,75.24
26043,81.79
26045,85.91
26047,76.55
26049,86.07
26051,87.01
26053,80.1
26055,82.33
26057,87.22
26059,84.27
26061,80.85
26063,79.88
26065,86.02
26067,86.63
26069,77.61
26071,80.35
26073,86.67
26075,85.28
26077,85.55
26079,82.15
26081,84.85
26083,65.37
26085,82.89
26087,85.19
26089,72.1
26091,85.86
26093,85.51
26095,72.59
26097,74.1
26099,86.58
26101,74.77
26103,75.63
26105,74.05
26107,84.79
26109,81.41
26111,87.8
26113,83.19
26115,84.36
26117,86.29
26119,82.69
26121,74.39
26123,83.07
26125,86.27
26127,74.59
26129,85.84
26131,74.66
26133,83.71
26135,82.6
26137,81.54
26139,74.68
26141,72.01
26143,84.34
26145,86.94
26147,85.23
26149,85.33
26151,81.97
26153,74.1
26155,86.2
26157,85.62
26159,79.68
26161,85.78
26163,87.49
26165,81.75
27001,91.94
27003,96.55
27005,90.07
27007,84.38
27009,95.41
27011,101.1
27013,97.63
27015,100.4
27017,91.96
27019,97.93
27021,91.62
27023,102.27
27025,94.86
27027,91.18
27029,87.19
27031,70.63
27033,99.5
27035,96.01
27037,95.34
27039,92.8
27041,98.02
27043,96.22
27045,92.53
27047,93.97
27049,92.62
27051,96.87
27053,97.21
27055,90.93
27057,90.14
27059,96.39
27061,87.6
27063,98.11
27065,94.17
27067,100.94
27069,81.14
27071,86.52
27073,103.21
27075,80.13
27077,80.56
27079,96.58
27081,100.31
27083,101.03
27085,98.62
27087,87.96
27089,81.46
27091,97.65
27093,97.83
27095,93.27
27097,97.2
27099,92.57
27101,98.64
27103,98.74
27105,98.11
27107,89.24
27109,92.73
27111,93.83
27113,82.15
27115,92.39
27117,99.45
27119,84.58
27121,100.78
27123,96.64
27125,85.42
27127,101.57
27129,101.08
27131,95.25
27133,99.68
27135,80.69
27137,87.75
27139,97.09
27141,96.01
27143,98.85
27145,97.72
27147,94.1
27149,100.22
27151,102.96
27153,98.22
27155,98.31
27157,92.21
27159,95.81
27161,95.86
27163,94.69
27165,99.16
27167,94.59
27169,92.12
27171,96.22
27173,101.89
28001,88.45
28003,90.9
28005,90.05
28007,90.45
28009,90.41
28011,92.5
28013,92.17
28015,88.03
28017,94.06
28019,91.69
28021,88.61
28023,90.25
28025,95.31
28027,92.14
28029,87.94
28031,89.29
28033,91.51
28035,90.19
28037,88.38
28039,89.17
28041,89.13
28043,88.14
28045,87.98
28047,86.49
28049,89.85
28051,88.07
28053,89.67
28055,89.49
28057,92.7
28059,86.54
28061,89.15
28063,87.98
28065,89.26
28067,89.73
28069,91.78
28071,89.82
28073,90.37
28075,90.63
28077,89.15
28079,91.44
28081,93.42
28083,90.7
28085,88.54
28087,94.26
28089,90.84
28091,90.41
28093,91.15
28095,94.75
28097,88.47
28099,91.22
28101,90.09
28103,93.22
28105,94.44
28107,91.04
28109,90.18
28111,89.65
28113,90.66
28115,93.07
28117,92.16
28119,91.85
28121,89.98
28123,89.96
28125,89.71
28127,88.48
28129,88.41
28131,88.92
28133,92.21
28135,91.02
28137,91.04
28139,90.25
28141,91.56
28143,92.03
28145,91.87
28147,90.97
28149,90.32
28151,91.38
28153,89.96
28155,91.54
28157,89.2
28159,92.37
28161,90.09
28163,90.12
29001,89.13
29003,92.21
29005,94.26
29007,89.11
29009,90.68
29011,93.61
29013,94.35
29015,91.06
29017,88.0
29019,90.1
29021,93.74
29023,90.07
29025,91.44
29027,90.39
29029,90.05
29031,88.93
29033,90.64
29035,88.21
29037,93.16
29039,92.07
29041,90.54
29043,89.01
29045,90.39
29047,92.16
29049,92.28
29051,90.55
29053,91.71
29055,89.35
29057,92.21
29059,89.91
29061,92.03
29063,92.82
29065,87.82
29067,88.03
29069,91.42
29071,90.75
29073,90.09
29075,91.83
29077,90.72
29079,91.4
29081,91.58
29083,93.61
29085,90.28
29087,93.54
29089,91.31
29091,88.05
29093,87.67
29095,92.71
29097,93.36
29099,91.08
29101,92.73
29103,89.51
29105,89.06
29107,91.71
29109,91.85
29111,90.28
29113,89.33
29115,89.89
29117,90.27
29119,92.12
29121,89.65
29123,88.3
29125,89.44
29127,89.46
29129,92.17
29131,90.16
29133,90.63
29135,91.22
29137,90.16
29139,89.1
29141,90.95
29143,90.77
29145,92.68
29147,92.25
29149,88.56
29151,90.12
29153,89.06
29155,92.21
29157,90.7
29159,92.03
29161,88.75
29163,88.41
29165,93.61
29167,91.69
29169,89.04
29171,90.99
29173,89.47
29175,90.48
29177,91.17
29179,87.49
29181,89.67
29183,91.04
29185,92.41
29186,89.91
29187,88.68
29189,91.18
29195,91.72
29197,90.23
29199,89.42
29201,90.63
29203,87.37
29205,90.09
29207,90.57
29209,90.14
29211,90.57
29213,89.58
29215,87.64
29217,94.53
29219,89.44
29221,88.92
29223,88.23
29225,88.03
29227,91.58
29229,87.51
29510,92.41
30001,86.34
30003,102.29
30005,100.35
30007,94.1
30009,91.96
30011,102.24
30013,97.95
30015,101.12
30017,104.41
30019,98.19
30021,102.54
30023,87.33
30025,101.77
30027,98.55
30029,88.95
30031,88.61
30033,103.98
30035,92.3
30037,97.0
30039,90.05
30041,99.73
30043,91.02
30045,93.78
30047,93.31
30049,92.79
30051,97.83
30053,87.3
30055,103.91
30057,87.78
30059,89.65
30061,90.73
30063,93.61
30065,101.62
30067,85.19
30069,104.47
30071,102.09
30073,97.07
30075,103.71
30077,91.49
30079,103.41
30081,91.26
30083,102.09
30085,100.94
30087,104.22
30089,88.77
30091,98.37
30093,89.33
30095,94.26
30097,91.45
30099,96.44
30101,96.87
30103,104.67
30105,101.05
30107,94.59
30109,101.21
30111,102.61
31001,100.2
31003,104.05
31005,103.73
31007,99.48
31009,105.39
31011,102.52
31013,99.84
31015,109.89
31017,106.38
31019,102.06
31021,97.88
31023,98.8
31025,96.66
31027,103.23
31029,103.6
31031,102.04
31033,100.11
31035,99.36
31037,99.52
31039,98.92
31041,103.3
31043,99.97
31045,101.39
31047,102.58
31049,103.26
31051,101.34
31053,98.24
31055,97.12
31057,103.66
31059,98.31
31061,100.45
31063,103.1
31065,102.18
31067,96.19
31069,102.83
31071,104.68
31073,102.02
31075,103.73
31077,103.3
31079,101.46
31081,100.24
31083,101.32
31085,103.41
31087,103.05
31089,107.17
31091,103.84
31093,102.6
31095,96.84
31097,95.88
31099,100.83
31101,104.18
31103,107.46
31105,97.99
31107,106.11
31109,97.5
31111,103.77
31113,103.93
31115,105.21
31117,103.89
31119,101.77
31121,101.48
31123,101.05
31125,101.8
31127,95.7
31129,98.71
31131,96.31
31133,95.22
31135,103.6
31137,101.43
31139,102.67
31141,100.98
31143,100.17
31145,102.79
31147,95.09
31149,107.1
31151,97.47
31153,96.98
31155,98.04
31157,101.44
31159,98.28
31161,100.63
31163,103.14
31165,99.34
31167,100.33
31169,97.7
31171,105.03
31173,98.8
31175,103.98
31177,97.21
31179,100.87
31181,99.54
31183,104.09
31185,99.3
32001,99.84
32003,105.73
32005,93.96
32007,93.63
32009,96.89
32011,94.96
32013,97.92
32015,95.65
32017,99.39
32019,98.38
32021,96.3
32023,96.24
32027,99.28
32029,97.72
32031,95.45
32033,91.8
32510,94.24
33001,81.9
33003,80.04
33005,81.66
33007,76.37
33009,78.93
33011,83.59
33013,82.44
33015,83.53
33017,82.96
33019,81.25
34001,84.74
34003,86.13
34005,90.3
34007,90.52
34009,81.63
34011,85.75
34013,88.66
34015,89.87
34017,87.93
34019,87.22
34021,90.73
34023,89.74
34025,86.05
34027,85.39
34029,84.9
34031,83.26
34033,88.54
34035,88.34
34037,81.43
34039,88.16
34041,84.83
35001,90.54
35003,83.26
35005,91.98
35006,86.72
35007,84.99
35009,92.05
35011,92.79
35013,92.19
35015,93.38
35017,86.4
35019,91.98
35021,92.28
35023,88.81
35025,92.14
35027,86.56
35028,84.38
35029,91.51
35031,88.5
35033,84.47
35035,88.16
35037,93.56
35039,85.21
35041,91.89
35043,88.5
35045,93.31
35047,89.49
35049,87.31
35051,89.65
35053,88.3
35055,80.58
35057,87.31
35059,92.26
35061,92.1
36001,82.2
36003,82.22
36005,87.85
36007,80.2
36009,82.18
36011,82.78
36013,80.37
36015,81.55
36017,79.63
36019,81.79
36021,81.66
36023,81.18
36025,77.74
36027,81.43
36029,81.0
36031,79.97
36033,80.2
36035,79.84
36037,84.74
36039,78.98
36041,77.72
36043,79.16
36045,79.95
36047,86.09
36049,79.92
36051,84.25
36053,81.52
36055,78.19
36057,82.15
36059,82.69
36061,87.71
36063,79.34
36065,82.47
36067,84.11
36069,84.65
36071,80.56
36073,77.5
36075,81.55
36077,79.38
36079,81.0
36081,84.51
36083,80.92
36085,86.02
36087,83.98
36089,82.13
36091,82.26
36093,82.9
36095,80.85
36097,84.15
36099,86.02
36101,82.78
36103,79.32
36105,77.32
36107,80.78
36109,82.94
36111,79.23
36113,81.09
36115,81.64
36117,79.18
36119,84.29
36121,82.2
36123,85.21
37001,87.1
37003,85.35
37005,78.12
37007,88.7
37009,76.42
37011,74.89
37013,89.42
37015,88.68
37017,90.01
37019,88.34
37021,78.33
37023,84.0
37025,87.6
37027,83.39
37029,87.75
37031,85.46
37033,87.96
37035,86.92
37037,87.37
37039,78.94
37041,88.39
37043,77.76
37045,87.26
37047,89.47
37049,89.62
37051,88.63
37053,86.14
37055,83.71
37057,87.82
37059,87.37
37061,88.09
37063,88.34
37065,88.05
37067,87.33
37069,87.57
37071,87.76
37073,90.36
37075,76.21
37077,88.2
37079,90.07
37081,87.24
37083,89.2
37085,87.55
37087,75.18
37089,79.47
37091,90.14
37093,88.9
37095,86.02
37097,86.56
37099,75.36
37101,87.78
37103,89.38
37105,87.82
37107,89.37
37109,87.62
37111,81.41
37113,76.59
37115,79.02
37117,89.22
37119,88.57
37121,76.46
37123,88.23
37125,88.11
37127,87.78
37129,86.99
37131,89.76
37133,89.55
37135,87.48
37137,89.06
37139,87.26
37141,89.13
37143,87.19
37145,88.39
37147,89.37
37149,84.9
37151,87.37
37153,88.83
37155,89.87
37157,87.46
37159,87.31
37161,85.77
37163,88.74
37165,89.17
37167,88.38
37169,85.42
37171,83.89
37173,75.11
37175,77.29
37177,88.54
37179,88.59
37181,87.91
37183,87.35
37185,87.75
37187,89.17
37189,75.79
37191,89.38
37193,82.99
37195,88.52
37197,85.91
37199,76.35
38001,99.43
38003,89.83
38005,85.17
38007,100.38
38009,86.58
38011,101.43
38013,92.77
38015,93.13
38017,90.93
38019,80.29
38021,94.55
38023,94.78
38025,97.75
38027,86.56
38029,94.82
38031,87.19
38033,101.35
38035,83.7
38037,95.74
38039,86.58
38041,98.87
38043,91.51
38045,92.75
38047,91.49
38049,90.48
38051,92.39
38053,98.91
38055,92.84
38057,95.34
38059,95.02
38061,92.37
38063,83.5
38065,94.37
38067,80.91
38069,86.72
38071,83.98
38073,94.32
38075,89.94
38077,95.7
38079,81.88
38081,95.36
